hole_par,strokes,hole_DKP,hole_FDP,hole_SDP,streak_DKP,streak_FDP,streak_SDP,n_rounds,finish_DKP,finish_FDP,finish_SDP,total_DKP,total_FDP,total_SDP,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,Finish
284,283,62,54.1,60,3,7.4,3,4,0,0,0,65,61.5,63,-0.37,0.06,-1.18,0.04,-1.08,-1.44,6
284,276,68.5,65.1,73,0,6,0,4,1,0,0,69.5,71.1,73,0.49,0.24,-0.16,-0.26,-0.18,0.31,5
288,283,69,60.9,70,0,7.2,0,4,5,4,2,74,72.1,72,1.36,0.55,-0.29,0.26,0.52,1.88,2
288,286,61.5,55.7,63,0,6.4,0,4,2,1,0,63.5,63.1,63,-0.11,0.35,-0.49,-0.34,-0.48,-0.59,4
288,281,85.5,75.2,67,0,19.2,0,4,7,6,4,92.5,100.4,71,1.03,0.75,0.4,-0.1,1.05,2.08,1
288,296,45,35.6,46,0,11.4,0,4,0,0,0,45,47,46,-2.84,0.89,-0.12,-0.05,0.72,-2.12,6
288,287,66.5,57.4,57,3,18.2,3,4,1,0,0,70.5,75.6,60,-0.6,-0.4,1.2,0.54,1.34,0.75,5
288,287,61,53.7,62,0,1.2,0,4,1,0,0,62,54.9,62,1.18,1.01,-1.17,-0.14,-0.3,0.88,5
288,287,59.5,54,59,0,7,0,4,1,0,0,60.5,61,59,1.13,0.24,-2.67,1.05,-1.38,-0.25,5
288,283,69,62.3,66,0,18,0,4,5,4,2,74,84.3,68,2,-0.52,-0.23,0.3,-0.45,1.55,2
288,285,65.5,59.4,63,0,12,0,4,2,1,0,67.5,72.4,63,1.68,0.16,-0.11,-0.52,-0.47,1.22,4
288,286,64,57.2,60,3,17.8,3,4,2,1,0,69,76,63,-0.27,-0.05,0.5,1.04,1.49,1.22,4
288,285,69,59.7,66,3,7,3,4,2,1,0,74,67.7,69,-1.74,0.29,2.21,1,3.49,1.75,4
288,284,69.5,61.9,63,6,18.6,7,4,3,2,0,78.5,82.5,70,0.95,1.01,-0.48,-0.61,-0.07,0.88,3
288,288,51,47,62,0,0.8,0,4,1,0,0,52,47.8,62,-0.67,0.01,0.92,0.62,1.56,0.88,5
288,283,65,61.1,66,0,7.2,0,4,5,4,2,70,72.3,68,1.06,0.75,0.32,0.43,1.49,2.55,2
288,290,56,47.4,56,3,7.4,3,4,0,0,0,59,54.8,59,0.3,-0.32,-1.31,0.21,-1.42,-1.12,6
288,283,62,58.9,68,0,1,0,4,5,4,2,67,63.9,70,0.91,-0.15,0.19,0.6,0.64,1.55,2
288,289,48.5,44.4,61,0,0,0,4,0,0,0,48.5,44.4,61,-0.61,0.08,0.87,0.08,1.02,0.41,6
288,286,70,61.6,56,3,14,3,4,2,1,0,75,76.6,59,1.75,-0.1,0,-0.44,-0.54,1.22,4
288,291,55,45.9,54,3,6.6,3,4,0,0,0,58,52.5,57,-1.27,0.18,-1.14,0.45,-0.51,-1.78,6
288,294,44,36.4,52,3,6.8,3,4,0,0,0,47,43.2,55,-1.45,-0.18,-0.78,0.16,-0.8,-2.25,6
288,281,67.5,63.6,71,3,11.6,4,4,7,6,4,77.5,81.2,79,-0.1,0.91,1.37,0.7,2.98,2.88,1
288,298,43,32.6,42,0,6.6,0,4,0,0,0,43,39.2,42,-3.04,0.1,-0.48,0.5,0.12,-2.92,6
288,288,63.5,55.2,58,3,11.2,4,4,1,0,0,67.5,66.4,62,0.22,0.67,-0.02,-1.46,-0.81,-0.59,5
288,291,55.5,46.6,55,0,7,0,4,0,0,0,55.5,53.6,55,-0.54,-0.47,0.29,-0.4,-0.57,-1.12,6
288,289,56.5,49.4,57,0,7.2,0,4,0,0,0,56.5,56.6,57,-0.19,0.33,-0.46,-0.46,-0.59,-0.78,6
288,279,72,69.3,72,0,11.6,0,4,20,20,13,92,100.9,85,-0.29,1.02,1.06,1.1,3.17,2.88,1
288,283,70.5,64.6,65,3,13.6,3,4,5,4,2,78.5,82.2,70,0.97,0,1.36,-0.26,1.11,2.08,2
288,297,41.5,31.4,47,0,1.4,0,4,0,0,0,41.5,32.8,47,-2.09,0.24,-0.68,-0.59,-1.03,-3.12,6
288,291,50,43.1,56,0,5.4,0,4,0,0,0,50,48.5,56,-0.53,0.3,-0.22,0.33,0.42,-0.12,6
288,284,63.5,57.5,67,0,2.4,0,4,3,2,0,66.5,61.9,67,-0.06,1.05,0.08,1,2.14,2.08,3
288,283,80,69.3,64,6,20.6,6,4,5,4,2,91,93.9,72,2.97,-0.1,-1.41,0.63,-0.88,2.08,2
288,283,65.5,60.6,67,0,6,0,4,5,4,2,70.5,70.6,69,1.95,0.5,0.46,-1.36,-0.4,1.55,2
288,280,72.5,68.9,69,3,13.6,3,4,10,10,7,85.5,92.5,79,0.26,-0.08,0.94,0.76,1.62,1.88,1
288,286,68,59.6,60,0,12.8,0,4,2,1,0,70,73.4,60,1.44,0.13,0.49,-0.31,0.31,1.75,4
288,292,47,40.9,57,3,10.6,4,4,0,0,0,50,51.5,61,1.13,-0.18,-0.87,-2,-3.05,-1.92,6
288,290,56,47.4,56,0,5.4,0,4,0,0,0,56,52.8,56,-0.07,-1.45,0.59,0.14,-0.71,-0.78,6
288,297,46,34.6,47,0,7,0,4,0,0,0,46,41.6,47,-2.11,0.36,1.02,-1.19,0.19,-1.92,6
288,283,61.5,58,71,0,1.2,0,4,5,4,2,66.5,63.2,73,-0.36,0.32,1.35,0.58,2.25,1.88,2
288,286,60.5,55.5,61,6,6.6,7,4,2,1,0,68.5,63.1,68,0.36,-0.74,0.22,0.9,0.38,0.75,4
288,287,67,56.6,65,3,11.4,4,4,1,0,0,71,68,69,-0.1,-0.27,1.63,-0.05,1.31,1.22,5
288,280,73.5,69.1,71,6,18.6,7,4,10,10,7,89.5,97.7,85,0.89,-0.9,1.91,0.19,1.19,2.08,1
288,281,75.5,68.6,67,3,23.4,4,4,7,6,4,85.5,98,75,-1,0.21,1.14,1.4,2.74,1.75,1
288,284,62.5,57.1,69,0,1,0,4,3,2,0,65.5,60.1,69,2.33,-0.41,-0.59,0.55,-0.45,1.88,3
288,283,72,64.3,68,3,7.6,4,4,5,4,2,80,75.9,74,-0.63,1.1,1.49,-0.75,1.84,1.22,2
288,288,57,51.4,58,0,6.6,0,4,1,0,0,58,58,58,0.69,-0.26,0.36,0.42,0.52,1.22,5
288,289,65.5,54.6,55,0,6.4,0,4,0,0,0,65.5,61,55,0.71,-0.44,1.34,-1.53,-0.62,0.08,6
288,283,66.5,62.1,68,0,11.8,0,4,5,4,2,71.5,77.9,70,1.45,-0.32,0.94,-0.19,0.43,1.88,2
288,288,55.5,50.3,59,0,6.6,0,4,1,0,0,56.5,56.9,59,-1.6,0.42,2.22,-0.28,2.35,0.75,5
288,281,79,71.5,66,6,14.4,6,4,7,6,4,92,91.9,76,1.37,0.36,1.15,0.01,1.51,2.88,1
288,289,54.5,48.8,57,0,1.8,0,4,0,0,0,54.5,50.6,57,0.77,-0.2,0.78,-0.6,-0.02,0.75,6
288,292,52.5,43.3,53,0,1.2,0,4,0,0,0,52.5,44.5,53,1.22,-0.18,-1.13,-1.02,-2.34,-1.12,6
288,274,89.5,84.9,79,6,19.2,7,4,30,30,15,125.5,134.1,101,1.49,1.31,0.25,0.38,1.93,3.41,1
288,289,53,47.7,58,0,1.4,0,4,0,0,0,53,49.1,58,-1.23,0.16,0.48,1.01,1.65,0.41,6
288,289,56,49.8,59,3,11.4,4,4,0,0,0,59,61.2,63,-0.15,0.93,-0.54,-1.15,-0.77,-0.92,6
288,282,65,61,70,0,6.4,0,4,5,4,2,70,71.4,72,0.12,0.51,0.69,1.23,2.43,2.55,2
288,279,67.5,66,75,0,6,0,4,20,20,13,87.5,92,88,2.61,-0.57,0.8,0.38,0.61,3.22,1
288,281,73,68.4,69,6,14,6,4,7,6,4,86,88.4,79,1.34,0.45,-0.03,-0.22,0.21,1.55,1
288,282,72.5,66.5,65,3,15.2,3,4,5,4,2,80.5,85.7,70,-0.41,0.51,0.77,-0.65,0.63,0.22,2
288,289,56,49.9,56,0,7.6,0,4,0,0,0,56,57.5,56,-0.18,-1.04,0.89,0.08,-0.07,-0.25,6
288,290,58,49.2,56,5,7.4,0,4,0,0,0,63,56.6,56,-0.36,-0.24,0.1,-0.29,-0.42,-0.78,6
288,283,69,62.3,66,0,12.8,0,4,5,4,2,74,79.1,68,0.09,0.8,-0.75,0.95,1,1.08,2
288,285,69,59.9,62,3,17.4,3,4,2,1,0,74,78.3,65,0.92,-0.37,0.36,0.5,0.49,1.41,4
288,281,72.5,66.4,69,3,13.6,3,4,7,6,4,82.5,86,76,-0.4,-0.5,2.23,0.89,2.62,2.22,1
288,285,68.5,60.4,61,6,17,7,4,2,1,0,76.5,78.4,68,1.26,0.36,-0.91,0.7,0.16,1.41,4
288,290,58,50.6,52,0,13,0,4,0,0,0,58,63.6,52,0.78,0.27,-1.47,-0.03,-1.23,-0.45,6
288,279,76,71.7,72,0,17,0,4,20,20,13,96,108.7,85,0.36,0.81,1.01,0.03,1.85,2.22,1
288,288,62,54,60,0,7.2,0,4,1,0,0,63,61.2,60,-0.84,0.02,-0.07,0.3,0.25,-0.59,5
285,292,52,41.5,44,0,7,0,4,0,0,0,52,48.5,44,0.16,0.4,-0.88,-0.13,-0.61,-0.45,6
288,287,56.5,51.8,61,3,6.8,3,4,1,0,0,60.5,58.6,64,-0.25,0.28,-0.14,0.53,0.67,0.41,5
288,296,50,38.4,44,0,6.2,0,4,0,0,0,50,44.6,44,-2.44,-0.39,-0.58,-0.04,-1.01,-3.45,6
288,293,49.5,41.2,51,0,7.8,0,4,0,0,0,49.5,49,51,0.63,-1.08,-0.19,-0.14,-1.41,-0.78,6
288,294,50,40.8,48,3,7,3,4,0,0,0,53,47.8,51,-1.12,0,-0.02,-1.1,-1.13,-2.25,6
288,279,78.5,73.2,69,0,18.6,0,4,20,20,13,98.5,111.8,82,1.35,-0.04,1.79,0.65,2.39,3.75,1
288,285,65,57.3,66,0,5.6,0,4,2,1,0,67,63.9,66,0.54,-0.03,-0.76,1,0.21,0.75,4
288,287,70.5,60.9,60,0,12.2,0,4,1,0,0,71.5,73.1,60,2.38,-0.65,-1.64,-0.01,-2.3,0.08,5
288,280,77.5,71.5,71,3,13,3,4,10,10,7,90.5,94.5,81,0.99,0.89,0.76,0.11,1.76,2.75,1
288,279,69,67.1,74,3,11.2,4,4,20,20,13,92,98.3,91,1.69,0.12,1.56,0.38,2.06,3.75,1
288,290,51.5,44.1,59,3,6.2,3,4,0,0,0,54.5,50.3,62,0.28,1.11,-0.37,-0.95,-0.2,0.08,6
288,273,89,84.1,82,6,22.4,7,4,14,14,9,109,120.5,98,-0.03,-0.3,1.18,0.54,1.43,1.39,1
288,278,74.5,71.9,73,0,12.2,0,4,2,1,0,76.5,85.1,73,1.38,-0.15,0.19,-0.03,0.01,1.39,4
288,278,78.5,73.1,73,3,19.2,4,4,2,1,0,83.5,93.3,77,0.98,0.56,-0.46,-1.02,-0.92,0.06,4
288,287,59.5,53.9,62,0,0.8,0,4,0,0,0,59.5,54.7,62,-1.19,-0.11,-0.89,0.25,-0.75,-1.94,6
288,289,64.5,54.3,56,0,13.4,0,4,0,0,0,64.5,67.7,56,0.06,-0.03,-2.59,0.28,-2.33,-2.27,6
288,280,72,68,72,0,12.6,0,4,2,1,0,74,81.6,72,-0.87,-0.16,0.83,-0.1,0.58,-0.29,4
288,277,72.5,71.2,77,0,7.8,0,4,4,3,1,76.5,82,78,0.17,1.04,-0.37,-0.13,0.54,0.71,3
288,279,68,65.5,76,3,11.8,4,4,2,1,0,73,78.3,80,-0.68,0.23,0.5,0.32,1.05,0.38,4
288,274,81.5,80.1,79,6,18.4,7,4,9,8,6,96.5,106.5,92,0.32,-0.25,0.53,0.44,0.72,1.04,1
288,279,70.5,68.2,73,3,12.8,3,4,2,1,0,75.5,82,76,-0.56,1.24,0.88,-0.18,1.94,1.38,4
288,277,80.5,76.2,73,6,21.8,6,4,4,3,1,90.5,101,80,0.13,-0.16,-0.51,0.25,-0.42,-0.29,3
288,274,88,82.6,80,6,20.6,6,4,9,8,6,103,111.2,92,0.96,-0.64,1.33,0.39,1.08,2.04,1
288,276,78,76,76,0,13.6,0,4,5,4,2,83,93.6,78,1.09,0.58,0.62,0.08,1.28,2.38,2
288,284,69,59.8,66,3,21.2,4,4,0,0,0,72,81,70,0.82,0.42,-0.9,-0.63,-1.1,-0.27,6
288,277,78.5,74.2,77,3,17.2,4,4,4,3,1,85.5,94.4,82,-1.09,0.22,1.8,0.12,2.14,1.04,3
288,281,68,63.1,72,6,17,7,4,1,0,0,75,80.1,79,-0.24,-0.47,-0.5,-0.06,-1.03,-1.27,5
288,268,100,97.2,88,9,25.2,10,4,18,18,11,127,140.4,109,1.79,0.25,1.84,0.16,2.25,4.04,1
288,276,79,75,78,3,22.6,4,4,5,4,2,87,101.6,84,0.44,0.14,1.55,-0.08,1.62,2.06,2
288,283,77.5,66.8,63,3,26.2,3,4,0,0,0,80.5,93,66,0.94,0.37,-1.2,0.28,-0.54,0.39,6
288,275,79,77.5,78,9,20.4,10,4,6,5,3,94,102.9,91,0.62,0.54,1.18,-0.95,0.77,1.39,2
288,284,62,56.4,68,0,6.6,0,4,0,0,0,62,63,68,-1.58,-0.26,0.99,-0.44,0.29,-1.29,6
288,273,78,78.3,84,8,11.8,4,4,14,14,9,100,104.1,97,0.47,0.03,1.29,0.6,1.92,2.39,1
288,287,59,51.9,62,3,7.4,3,4,0,0,0,62,59.3,65,1.25,-1.29,-1.09,-0.14,-2.52,-1.27,6
288,290,55,45.8,58,0,6,0,4,0,0,0,55,51.8,58,-1.13,-1.23,-0.01,-0.26,-1.5,-2.62,6
288,279,74,69.9,72,3,22.6,4,4,2,1,0,79,93.5,76,-0.4,0.37,-0.21,0.94,1.1,0.71,4
288,284,74.5,62.1,65,3,14.4,3,4,0,0,0,77.5,76.5,68,0.5,-0.29,-0.76,-0.09,-1.13,-0.62,6
288,274,82.5,79.1,81,6,25,7,4,9,8,6,97.5,112.1,94,0.06,0.38,0.72,0.23,1.33,1.39,1
288,276,80,76.6,76,0,17.8,0,4,5,4,2,85,98.4,78,0.08,-0.07,0.49,0.9,1.32,1.39,2
288,286,57.5,53.2,66,0,5.8,0,4,0,0,0,57.5,59,66,-0.14,-0.84,0.97,-0.93,-0.8,-0.94,6
288,275,79,76.1,82,3,16.2,4,4,6,5,3,88,97.3,89,0.97,0.13,1.38,0.23,1.74,2.71,2
288,278,73.5,70.3,75,3,18,3,4,2,1,0,78.5,89.3,78,0.35,-0.35,0.4,0.31,0.36,0.71,4
288,277,74,72.3,76,0,13.2,0,4,4,3,1,78,88.5,77,-1.56,1.2,1.18,0.22,2.6,1.04,3
288,280,73,68.4,70,3,8.4,3,4,2,1,0,78,77.8,73,0.35,-0.22,1.11,-1.2,-0.31,0.04,4
288,280,81.5,74,70,0,17.2,0,4,2,1,0,83.5,92.2,70,0.22,0.29,-0.26,0.14,0.17,0.39,4
288,285,66,57.5,68,3,6.2,4,4,0,0,0,69,63.7,72,-0.09,-0.67,0.7,-0.88,-0.85,-0.94,6
288,277,71,70.1,78,0,5.6,0,4,4,3,1,75,78.7,79,0.85,-0.04,-0.54,1.12,0.54,1.39,3
288,278,74.5,71.9,73,3,12.8,3,4,2,1,0,79.5,85.7,76,0.26,0.72,-0.52,0.25,0.45,0.71,4
288,278,68.5,67.5,77,3,7.2,3,4,2,1,0,73.5,75.7,80,-0.07,0.47,0.67,0.3,1.45,1.38,4
288,277,79,75.1,74,3,18.8,3,4,4,3,1,86,96.9,78,-0.79,0.16,1.49,0.51,2.16,1.38,3
288,277,86.5,80.5,72,6,22.2,6,4,4,3,1,96.5,105.7,79,0.82,0.08,0.16,-0.69,-0.45,0.38,3
288,277,84.5,78.4,80,3,16.4,4,4,4,3,1,91.5,97.8,85,1.06,-0.5,0.65,-0.15,0,1.06,3
288,281,72,66.8,71,0,7,0,4,1,0,0,73,73.8,71,0.21,0.84,-1.87,-0.13,-1.17,-0.96,5
288,291,67.5,52.6,57,3,13.4,3,4,0,0,0,70.5,66,60,-0.7,-0.3,-2.09,-0.87,-3.26,-3.96,6
288,273,83,81,85,12,24.2,14,4,14,14,9,109,119.2,108,0.49,0.9,0.5,0.15,1.55,2.04,1
288,280,70,66.2,72,0,7.2,0,4,2,1,0,72,74.4,72,-0.55,-0.52,1.08,0.05,0.61,0.06,4
288,288,58,50.3,63,0,6.2,0,4,0,0,0,58,56.5,63,0.36,0.45,-2.74,-0.01,-2.3,-1.94,6
288,281,64.5,61.4,73,9,18.2,10,4,1,0,0,74.5,79.6,83,-0.28,0.7,-0.46,-0.25,-0.01,-0.29,5
288,266,102,100.4,88,12,27.6,13,4,20,20,13,134,148,114,2.2,1.09,1.2,0.55,2.84,5.04,1
288,274,80,77.6,84,6,21.8,8,4,9,8,6,95,107.4,98,0.18,0.71,2.17,0.32,3.2,3.38,1
288,282,62.5,58.3,73,0,6,0,4,0,0,0,62.5,64.3,73,-0.67,0.28,-0.51,0.97,0.73,0.06,6
288,276,88,80.2,76,3,18.2,3,4,5,4,2,96,102.4,81,0.95,0.77,0.2,0.12,1.09,2.04,2
288,277,78.5,75.6,73,6,20.2,6,4,4,3,1,88.5,98.8,80,-0.25,1.44,0.52,1,2.96,2.71,3
288,280,76,69.2,72,0,13.6,0,4,2,1,0,78,83.8,72,2.55,-0.44,-0.93,-0.47,-1.84,0.71,4
288,276,81,78.1,77,6,24,7,4,5,4,2,92,106.1,86,-0.33,0.26,1.37,0.41,2.04,1.71,2
288,281,72.5,66.4,69,3,14.2,3,4,1,0,0,76.5,80.6,72,-1.78,0.44,2.66,-0.6,2.5,0.73,5
288,275,85.5,81.4,75,6,19.8,6,4,6,5,3,97.5,106.2,84,-0.11,-0.34,2.27,0.24,2.16,2.06,2
288,280,78,72.3,71,3,17.8,3,4,2,1,0,83,91.1,74,-0.56,-0.14,0.43,0.65,0.94,0.38,4
288,277,77,73.1,78,9,17.4,11,4,4,3,1,90,93.5,90,0.31,0.47,-0.12,0.71,1.07,1.38,3
288,287,59,54.3,65,0,1.4,0,4,0,0,0,59,55.7,65,0.72,-1.18,-1.26,0.09,-2.35,-1.62,6
288,275,85.5,81.3,78,3,28.8,4,4,6,5,3,94.5,115.1,85,2.4,-0.94,1.04,-0.79,-0.69,1.71,2
288,265,99,99.3,94,14,38,12,4,30,30,15,143,167.3,121,1.19,0.56,2.63,0.67,3.87,5.06,1
288,281,68,63.1,72,3,16.4,4,4,1,0,0,72,79.5,76,-0.41,-0.45,0.51,-0.28,-0.22,-0.62,5
288,284,64,59.6,64,0,12.2,0,4,0,0,0,64,71.8,64,-1.16,0.34,-0.95,0.14,-0.47,-1.62,6
288,269,96,93.7,84,14,28.4,9,4,16,16,10,126,138.1,103,-0.06,0.39,1.65,1.08,3.12,3.06,1
288,277,81,76.9,74,0,11.6,0,4,4,3,1,85,91.5,75,1.28,-1.9,0.21,0.8,-0.89,0.39,3
288,280,71,67.8,70,0,11.6,0,4,2,1,0,73,80.4,70,0.47,0.45,-1.15,0.95,0.25,0.73,4
288,285,71.5,58.6,67,3,14,3,4,0,0,0,74.5,72.6,70,-0.79,0.85,-0.95,-1.05,-1.15,-1.94,6
288,283,70.5,63.4,65,3,19.2,3,4,0,0,0,73.5,82.6,68,-1.19,0.96,-0.44,0.39,0.91,-0.27,6
288,287,63,54.3,62,0,1.6,0,4,0,0,0,63,55.9,62,0.09,-1.07,0.56,-0.53,-1.05,-0.96,6
288,286,54,49,68,3,10.6,4,4,0,0,0,57,59.6,72,-1.87,-0.63,0.44,0.12,-0.07,-1.94,6
280,269,81,75.7,74,0,19.6,0,4,1,0,0,82,95.3,74,1.59,-0.94,0.19,-0.35,-1.09,0.5,5
280,270,71.5,69.7,75,5,11.2,0,4,1,0,0,77.5,80.9,75,1.2,-0.01,-1.27,0.33,-0.95,0.25,5
280,272,77,69.6,70,3,14,3,4,0,0,0,80,83.6,73,0.57,-0.3,-0.52,0,-0.82,-0.25,6
280,269,79.5,75.8,75,3,16.6,4,4,1,0,0,83.5,92.4,79,0.01,-0.22,-0.57,1.28,0.49,0.5,5
280,268,80.5,77.3,77,11,18.8,6,4,2,1,0,93.5,97.1,83,0.23,-0.18,0.56,0.14,0.52,0.75,4
280,277,61.5,55.6,67,0,7.4,0,4,0,0,0,61.5,63,67,-0.39,-0.2,-1.06,0.15,-1.11,-1.5,6
280,271,73,69.5,74,8,12.8,3,4,0,0,0,81,82.3,77,-0.19,0.38,-0.6,0.41,0.19,0,6
280,262,85,85.2,90,14,26.8,12,4,10,10,7,109,122,109,2,0.14,-0.09,0.2,0.25,2.25,1
280,261,95,93.3,86,14,24.6,10,4,16,16,10,125,133.9,106,1.21,0.33,0.2,0.77,1.29,2.5,1
280,270,71.5,69.7,75,8,12.6,3,4,1,0,0,80.5,82.3,78,-0.35,-0.55,0.97,0.18,0.6,0.25,5
280,269,75,72.5,78,0,11.8,0,4,1,0,0,76,84.3,78,0.31,0.31,0.1,-0.22,0.19,0.5,5
280,271,67.5,66,75,11,11.4,7,4,0,0,0,78.5,77.4,82,-0.64,0.08,-0.14,0.71,0.64,0,6
280,267,82.5,79.2,77,5,24.8,0,4,2,1,0,89.5,105,77,-0.44,0.06,-0.2,1.57,1.44,1,4
280,264,86.5,83.9,85,8,21.8,4,4,6,5,3,100.5,110.7,92,-0.32,-0.2,1.22,1.05,2.07,1.75,2
280,265,75,76.1,86,14,21.8,12,4,5,4,2,94,101.9,100,0.98,-0.26,0.49,0.3,0.52,1.5,2
280,260,104.5,100.4,88,8,23.8,3,4,20,20,13,132.5,144.2,104,0.98,0.58,1.19,-0.01,1.77,2.75,1
280,262,92.5,89.5,85,5,23.8,0,4,10,10,7,107.5,123.3,92,0.81,-0.49,2.12,-0.19,1.44,2.25,1
280,264,94,89.2,84,5,17.2,0,4,6,5,3,105,111.4,87,1.27,-0.26,-0.46,1.2,0.48,1.75,2
280,274,66,62.6,68,8,6.8,3,4,0,0,0,74,69.4,71,-1.5,0.73,0.3,-0.28,0.75,-0.75,6
280,272,67.5,64.7,75,3,11.8,4,4,0,0,0,70.5,76.5,79,-0.85,0.12,-0.52,1,0.6,-0.25,6
280,262,90,89.4,84,8,22.2,3,4,10,10,7,108,121.6,94,1.06,0.56,0.04,0.58,1.19,2.25,1
280,270,70,68.6,76,3,11.4,4,4,1,0,0,74,80,80,0.15,-0.68,-0.04,0.82,0.1,0.25,5
280,268,76.5,74.9,77,3,18,4,4,2,1,0,81.5,93.9,81,0.42,-0.3,0.17,0.46,0.33,0.75,4
280,268,86.5,80.5,73,6,25.4,6,4,2,1,0,94.5,106.9,79,0.74,-0.43,1.05,-0.6,0.01,0.75,4
280,265,90,85.5,84,8,13.2,3,4,5,4,2,103,102.7,89,-0.95,0.04,1.69,0.72,2.45,1.5,2
280,266,75.5,75.7,83,11,17.6,8,4,4,3,1,90.5,96.3,92,1.08,-0.01,-0.02,0.19,0.17,1.25,3
280,270,71.5,69.7,75,8,17.2,4,4,1,0,0,80.5,86.9,79,0.18,0.03,-0.15,0.2,0.07,0.25,5
280,269,74,72.3,76,3,20.8,4,4,1,0,0,78,93.1,80,-0.02,0.16,-0.06,0.41,0.52,0.5,5
280,268,83.5,79.4,78,8,23.8,4,4,2,1,0,93.5,104.2,82,-0.95,0.39,0.64,0.68,1.7,0.75,4
280,280,52.5,48.1,61,0,1,0,4,0,0,0,52.5,49.1,61,0,0,0,0,0,0,6
280,271,72,69.3,72,3,17,4,4,0,0,0,75,86.3,76,-0.21,-0.71,1.55,-0.64,0.21,0,6
280,274,68,63.2,68,3,12,3,4,0,0,0,71,75.2,71,-0.75,-0.1,0.43,-0.33,0,-0.75,6
280,260,95.5,93.9,91,11,24.4,7,4,20,20,13,126.5,138.3,111,0.61,0.2,1.03,0.92,2.14,2.75,1
280,275,63.5,60,67,6,17.2,7,4,0,0,0,69.5,77.2,74,-1.16,-0.21,1.27,-0.9,0.16,-1,6
280,265,86.5,84,81,8,17.6,3,4,5,4,2,99.5,105.6,86,-0.07,0.3,0.16,1.11,1.57,1.5,2
280,268,80.5,77.3,77,8,17.4,4,4,2,1,0,90.5,95.7,81,0.71,-0.73,0.91,-0.14,0.04,0.75,4
280,265,83.5,81.8,83,11,18.8,7,4,5,4,2,99.5,104.6,92,0.25,0.92,0.01,0.32,1.25,1.5,2
280,264,91,88.6,78,6,21.8,6,4,6,5,3,103,115.4,87,0.59,-0.08,0.42,0.82,1.16,1.75,2
280,259,98.5,97.4,89,17,27,13,4,30,30,15,145.5,154.4,117,0.82,0.66,1.43,0.09,2.18,3,1
280,269,71,70.1,78,8,17.8,4,4,1,0,0,80,87.9,82,0.05,0,0.55,-0.09,0.45,0.5,5
280,268,82.5,77.9,77,5,17.2,0,4,2,1,0,89.5,96.1,77,1.15,0.07,0.2,-0.67,-0.4,0.75,4
280,265,85,82.9,82,8,17.6,3,4,5,4,2,98,104.5,87,1.47,0.14,-0.27,0.16,0.03,1.5,2
280,263,89,86.5,86,17,24.4,14,4,6,5,3,112,115.9,103,1.6,-0.31,1.14,-0.43,0.4,2,2
280,273,73,67.1,70,5,11.8,0,4,0,0,0,78,78.9,70,0.64,0.13,-0.38,-0.89,-1.14,-0.5,6
280,261,89.5,89.8,87,11,33,8,4,16,16,10,116.5,138.8,105,0.64,0.29,1.52,0.04,1.86,2.5,1
280,266,80,79,80,8,21.8,4,4,4,3,1,92,103.8,85,1.39,0.03,-0.02,-0.15,-0.14,1.25,3
280,270,76,71.6,76,3,16.6,4,4,1,0,0,80,88.2,80,-0.06,1.34,-1.4,0.37,0.31,0.25,5
280,270,73,70.8,74,5,11.8,0,4,1,0,0,79,82.6,74,-0.78,0.69,0.41,-0.07,1.02,0.25,5
280,264,82,82,84,17,25,13,4,0,0,0,99,107,97,0.21,0.16,0.78,0.6,1.54,1.75,2
280,270,81.5,75.1,75,0,16.4,0,4,1,0,0,82.5,91.5,75,0.98,-0.13,0.3,-0.9,-0.73,0.25,5
280,263,88.5,87,85,11,20,7,4,6,5,3,105.5,112,95,1.59,-0.09,-0.06,0.56,0.41,2,2
280,262,96.5,93.1,85,5,19,0,4,10,10,7,111.5,122.1,92,1.03,0.91,-0.3,0.62,1.22,2.25,1
280,264,90,87,80,11,20.2,6,4,6,5,3,107,112.2,89,1.37,0.52,-0.13,-0.01,0.38,1.75,2
280,268,73.5,72.7,79,11,16.8,7,4,2,1,0,86.5,90.5,86,1.31,-0.27,0.18,-0.48,-0.57,0.75,4
280,268,81,76.8,78,8,12.2,3,4,2,1,0,91,90,81,1.62,-0.7,-0.53,0.36,-0.87,0.75,4
280,263,87,85.9,86,8,21.4,4,4,6,5,3,101,112.3,93,0.28,0.63,0.65,0.43,1.72,2,2
280,274,69,63.4,70,8,7.8,3,4,0,0,0,77,71.2,73,0.98,-0.41,-1.24,-0.09,-1.73,-0.75,6
280,269,81,76.9,74,6,13.4,6,4,1,0,0,88,90.3,80,0.81,-0.21,-0.07,-0.02,-0.31,0.5,5
280,266,82.5,80.3,81,11,22.6,7,4,4,3,1,97.5,105.9,89,-0.31,0.6,0.78,0.18,1.56,1.25,3
280,274,68.5,63.9,69,0,7,0,4,0,0,0,68.5,70.9,69,0.68,-0.06,-0.73,-0.64,-1.43,-0.75,6
280,270,74.5,70.5,77,0,11,0,4,1,0,0,75.5,81.5,77,-0.19,-0.6,-0.12,1.16,0.44,0.25,5
280,265,82.5,81.6,81,3,22.6,4,4,5,4,2,90.5,108.2,87,0.89,0.12,0.24,0.26,0.61,1.5,2
280,270,75.5,70.9,75,6,21.6,8,4,1,0,0,82.5,92.5,83,-0.18,0.8,-1.24,0.88,0.43,0.25,5
