hole_par,strokes,hole_DKP,hole_FDP,hole_SDP,streak_DKP,streak_FDP,streak_SDP,n_rounds,finish_DKP,finish_FDP,finish_SDP,total_DKP,total_FDP,total_SDP,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,Finish
280,281,59.5,51.5,58,0,12.6,0,4,5,4,2,64.5,68.1,60,1.77,-0.41,-1.43,-0.14,-1.98,-0.22,2
280,276,64,59.6,64,3,13.6,3,4,10,10,7,77,83.2,74,0.65,0.15,-0.02,0.26,0.39,1.03,1
280,280,55,48.2,62,0,0.8,0,4,5,4,2,60,53,64,-0.89,0.55,0.22,0.15,0.92,0.03,2
280,283,55.5,45.4,55,3,7.6,3,4,5,4,2,63.5,57,60,1.4,-0.21,-0.71,-1.19,-2.11,-0.72,2
280,270,76.5,72.3,77,8,12.4,4,4,20,20,13,104.5,104.7,94,0.41,0.01,2.01,0.1,2.12,2.53,1
288,279,67.5,66,75,3,7.2,4,4,3,2,0,73.5,75.2,79,0.27,0.09,-0.36,0.18,-0.09,0.18,3
288,282,71,65.4,66,0,17.6,0,4,1,0,0,72,83,66,0.84,-0.03,-0.75,-0.62,-1.41,-0.57,5
288,288,61,52.4,62,0,1,0,4,0,0,0,61,53.4,62,-1.27,-0.8,0.51,-0.52,-0.8,-2.07,6
288,282,66,62.6,68,3,13,3,4,1,0,0,70,75.6,71,-0.05,-0.22,0.4,-0.7,-0.53,-0.57,5
288,274,79.5,78.1,83,3,17.8,4,4,8,7,5,90.5,102.9,92,0.54,0.03,0.77,0.09,0.88,1.43,1
288,279,69.5,66.6,75,3,8,3,4,3,2,0,75.5,76.6,78,-0.85,0.76,-0.48,0.75,1.03,0.18,3
288,283,73,64.7,66,0,12,0,4,1,0,0,74,76.7,66,-0.53,-0.5,-0.12,0.33,-0.29,-0.82,5
288,281,65.5,63,71,0,6.6,0,4,2,1,0,67.5,70.6,71,-0.18,0.04,-0.14,-0.04,-0.14,-0.32,4
288,278,84,77.8,72,6,13.6,6,4,4,3,1,94,94.4,79,0.71,-0.39,-0.07,0.17,-0.29,0.43,3
288,272,80.5,80.9,85,6,21.8,8,4,14,14,9,100.5,116.7,102,1.82,0.76,-0.52,-0.13,0.11,1.93,1
288,288,59,50.6,62,0,6,0,4,0,0,0,59,56.6,62,-1.36,-0.44,-1.62,1.35,-0.71,-2.07,6
288,273,79.5,79.4,83,8,17.2,4,4,10,10,7,97.5,106.6,94,0.43,-0.16,1.42,0,1.25,1.68,1
288,281,65,62.1,74,0,5.8,0,4,2,1,0,67,68.9,74,-0.93,0.48,-0.24,0.36,0.6,-0.32,4
288,283,68.5,62.8,65,6,15.2,6,4,1,0,0,75.5,78,71,-1.21,-0.25,0.31,0.34,0.39,-0.82,5
288,280,67.5,64.7,75,6,12.2,7,4,2,1,0,75.5,77.9,82,-0.06,0.56,-0.19,-0.38,-0.01,-0.07,4
288,285,68,60.8,63,0,12.8,0,4,0,0,0,68,73.6,63,-0.06,-1.04,0.23,-0.46,-1.27,-1.32,6
288,284,61.5,56.9,67,0,6.6,0,4,0,0,0,61.5,63.5,67,-0.6,-0.22,-0.44,0.19,-0.47,-1.07,6
288,285,62,56.5,64,0,12.4,0,4,0,0,0,62,68.9,64,-0.67,0.14,-1.64,0.85,-0.65,-1.32,6
288,280,75,69,70,3,19.6,3,4,2,1,0,80,89.6,73,-0.77,-0.47,0.66,0.51,0.7,-0.07,4
288,286,60.5,55.5,61,3,7,3,4,0,0,0,63.5,62.5,64,0.23,-0.06,-1.26,-0.49,-1.81,-1.57,6
288,285,61,56.1,66,0,1.4,0,4,0,0,0,61,57.5,66,-0.14,0.15,0.1,-1.43,-1.18,-1.32,6
288,280,68.5,65.1,73,6,13.2,7,4,2,1,0,76.5,79.3,80,0.13,-0.3,0.12,-0.02,-0.2,-0.07,4
288,268,92,92.4,88,9,26,11,4,18,18,11,119,136.4,110,0.92,0.61,0.82,0.58,2.01,2.93,1
288,289,54.5,48.8,57,0,0.4,0,4,0,0,0,54.5,49.2,57,-1.4,-0.25,-0.96,0.28,-0.92,-2.32,6
288,280,75,69,70,0,12.6,0,4,2,1,0,77,82.6,70,0.19,0.8,-0.28,-0.78,-0.27,-0.07,4
288,278,75,71.4,74,9,23.8,10,4,4,3,1,88,98.2,85,-0.1,0.6,0.01,-0.08,0.53,0.43,3
288,284,66,58.8,68,0,5.8,0,4,0,0,0,66,64.6,68,1.84,-0.37,-1.72,-0.83,-2.92,-1.07,6
288,285,62.5,57.2,65,3,11.4,4,4,0,0,0,65.5,68.6,69,-0.34,-0.19,0.03,-0.82,-0.98,-1.32,6
288,288,56,49.8,60,0,11.4,0,4,0,0,0,56,61.2,60,-1.68,0.29,-0.59,-0.1,-0.39,-2.07,6
288,277,85,78,77,3,19.2,4,4,5,4,2,93,101.2,83,1.05,-0.4,-0.46,0.48,-0.37,0.68,2
288,280,71,67.8,70,0,12.2,0,4,2,1,0,73,81,70,-0.03,-0.32,0.02,0.26,-0.04,-0.07,4
288,276,82.5,77.9,77,3,18.6,3,4,5,4,2,90.5,100.5,82,0.46,0.44,-0.07,0.1,0.47,0.93,2
288,272,87.5,85.5,83,8,17.4,3,4,14,14,9,109.5,116.9,95,1.12,0.26,-0.28,0.82,0.8,1.93,1
288,284,68.5,62.8,64,0,12,0,4,0,0,0,68.5,74.8,64,-1.27,0.32,-0.03,-0.09,0.2,-1.07,6
288,281,70.5,65.8,69,3,17.8,3,4,2,1,0,75.5,84.6,72,0.9,-0.61,-0.55,-0.07,-1.22,-0.32,4
288,263,112.5,110.2,93,14,30.8,10,4,30,30,15,156.5,171,118,1.28,0.59,1.93,0.38,2.9,4.18,1
288,282,72,65.5,71,0,12,0,4,1,0,0,73,77.5,71,-0.18,-0.76,-0.62,0.99,-0.39,-0.57,5
288,274,83,79.8,82,5,12.6,0,4,8,7,5,96,99.4,87,1.52,-0.61,0.68,-0.16,-0.1,1.43,1
288,284,64,59.6,64,0,6,0,4,0,0,0,64,65.6,64,-1.09,0.33,0.26,-0.57,0.02,-1.07,6
288,275,83,79.9,78,3,18,3,4,6,5,3,92,102.9,84,0.44,0.39,0.59,-0.25,0.73,1.18,2
288,273,86,83.3,80,8,27.6,4,4,10,10,7,104,120.9,91,0.1,0.42,1.12,0.04,1.58,1.68,1
288,275,78.5,76.6,81,3,12.4,4,4,6,5,3,87.5,94,88,0.44,-0.71,1.39,0.06,0.74,1.18,2
288,286,62,55.2,64,3,5.8,4,4,0,0,0,65,61,68,-1.11,-0.04,-0.65,0.23,-0.46,-1.57,6
288,284,64.5,59.1,65,6,2.6,6,4,0,0,0,70.5,61.7,71,0.12,-0.14,-0.02,-1.03,-1.19,-1.07,6
288,277,74.5,71.8,77,3,17.4,4,4,5,4,2,82.5,93.2,83,1.68,-0.24,-0.49,-0.28,-1,0.68,2
288,291,55.5,46.6,55,0,1.4,0,4,0,0,0,55.5,48,55,-1.59,-0.4,-0.59,-0.25,-1.23,-2.82,6
288,266,97,97.6,90,11,29.6,7,4,20,20,13,128,147.2,110,1.5,0.38,0.99,0.56,1.93,3.43,1
288,278,73,70.8,74,3,16.4,4,4,4,3,1,80,90.2,79,0.51,-0.54,0.04,0.42,-0.08,0.43,3
288,283,67.5,61.2,67,0,12.4,0,4,1,0,0,68.5,73.6,67,0.08,-0.03,-0.2,-0.67,-0.9,-0.82,5
288,277,78.5,74.2,77,0,17.8,0,4,5,4,2,83.5,96,79,0.82,-0.32,0.4,-0.21,-0.14,0.68,2
288,287,60,53.4,63,0,7.2,0,4,0,0,0,60,60.6,63,-1.2,0.4,-0.78,-0.24,-0.63,-1.82,6
288,275,87,82.3,78,0,18,0,4,6,5,3,93,105.3,81,1.24,0.32,-0.9,0.52,-0.06,1.18,2
288,277,74.5,71.8,77,3,7.2,3,4,5,4,2,82.5,83,82,0.01,-0.2,0.11,0.75,0.67,0.68,2
288,281,68.5,63.8,73,0,1.2,0,4,2,1,0,70.5,66,73,-0.43,-0.4,0.87,-0.36,0.11,-0.32,4
288,282,64.5,61.5,69,3,7.6,3,4,1,0,0,68.5,69.1,72,-0.04,-0.18,-0.27,-0.08,-0.53,-0.57,5
288,276,76,74,80,9,23.2,11,4,5,4,2,90,101.2,93,0.04,0.51,0.63,-0.25,0.89,0.93,2
288,275,88,82.5,80,6,12.6,7,4,6,5,3,100,100.1,90,0.67,0.78,0.27,-0.54,0.51,1.18,2
288,287,55.5,50.2,63,3,2,3,4,0,0,0,58.5,52.2,66,-2.23,0.27,-0.18,0.32,0.41,-1.82,6
288,279,71.5,68.4,75,3,12.6,3,4,3,2,0,77.5,83,78,0.08,0.09,0.19,-0.18,0.1,0.18,3
288,283,69,63.5,66,3,11.6,4,4,1,0,0,73,75.1,70,0,1.27,-1.98,-0.11,-0.82,-0.82,5
288,281,71.5,64.8,71,3,14,3,4,2,1,0,76.5,79.8,74,0.7,-0.42,-0.11,-0.48,-1.02,-0.32,4
288,270,95,92,86,14,24.8,10,4,16,16,10,125,132.8,106,-0.97,0.37,2.05,0.98,3.4,2.43,1
288,275,76.5,74.8,81,6,23,8,4,6,5,3,88.5,102.8,92,0.27,0.23,0.29,0.4,0.91,1.18,2
288,282,67,61.6,70,3,16.6,4,4,1,0,0,71,78.2,74,-0.14,-0.64,0.72,-0.51,-0.43,-0.57,5
288,281,68.5,65.2,69,3,16.8,4,4,2,1,0,73.5,83,73,0.18,-0.63,-0.11,0.24,-0.5,-0.32,4
288,276,75,73.8,78,9,23.2,11,4,5,4,2,89,101,91,-0.13,0.51,1.08,-0.54,1.05,0.93,2
288,280,75,70,77,9,16.8,11,4,2,1,0,86,87.8,88,0.07,-0.3,-0.62,0.78,-0.15,-0.07,4
288,278,72.5,69.9,77,6,13.6,7,4,4,3,1,82.5,86.5,85,0.08,-0.23,0.79,-0.21,0.35,0.43,3
288,277,74,72.3,76,6,18,7,4,5,4,2,85,94.3,85,-0.66,0.62,0.51,0.22,1.34,0.68,2
284,269,85,82.9,82,14,23.8,10,4,20,20,13,119,126.7,105,-0.34,0.87,1.07,1.49,3.43,3.09,1
284,280,59.5,56.3,67,0,5.6,0,4,1,0,0,60.5,61.9,67,0.47,-0.08,-0.14,0.1,-0.12,0.34,5
284,278,71,65.4,66,6,9,6,4,3,2,0,80,76.4,72,1.65,0.87,-0.92,-0.75,-0.81,0.84,3
284,274,83,75,74,3,22.4,4,4,6,5,3,92,102.4,81,1.28,0.06,0.92,-0.41,0.56,1.84,2
284,277,68.5,65.1,72,3,10.4,4,4,4,3,1,75.5,78.5,77,1.08,1.01,-1.76,0.76,0.01,1.09,3
284,271,88,82.7,76,8,25.6,3,4,14,14,9,110,122.3,88,0.43,1.06,0.66,0.44,2.17,2.59,1
284,280,72.5,64.1,61,6,20.4,6,4,1,0,0,79.5,84.5,67,-0.59,-0.56,0.93,0.56,0.93,0.34,5
284,279,65.5,59.2,71,0,6.8,0,4,2,1,0,67.5,67,71,-0.55,0.26,0.71,0.17,1.14,0.59,4
284,277,65.5,63,71,0,1.8,0,4,4,3,1,69.5,67.8,72,0,1.13,0.06,-0.09,1.09,1.09,3
284,278,78,68.5,71,0,12.6,0,4,3,2,0,81,83.1,71,-1.11,1.68,0.03,0.24,1.96,0.84,3
284,281,62,56.5,64,0,6.2,0,4,0,0,0,62,62.7,64,-0.76,1.06,-1.51,1.3,0.85,0.09,6
284,276,73,67,74,3,6.8,3,4,4,3,1,80,76.8,78,2.43,-0.31,-1.17,0.4,-1.09,1.34,3
284,278,77,69.5,69,3,12.4,3,4,3,2,0,83,83.9,72,-0.37,0.41,-0.4,1.2,1.21,0.84,3
284,272,83,78.6,78,0,12.6,0,4,12,12,8,95,103.2,86,0.89,0.08,1.22,0.15,1.45,2.34,1
284,281,65.5,58.2,63,3,18.2,3,4,0,0,0,68.5,76.4,66,1.32,-0.18,-0.26,-0.79,-1.23,0.09,6
284,276,73.5,67.9,71,0,12.8,0,4,4,3,1,77.5,83.7,72,-0.05,0.1,0.37,0.91,1.39,1.34,3
284,276,74.5,69.5,69,3,18.6,3,4,4,3,1,81.5,91.1,73,0.61,-0.08,0.82,0,0.73,1.34,3
284,280,70,61.4,64,0,13,0,4,1,0,0,71,74.4,64,0.66,-0.18,0.01,-0.15,-0.32,0.34,5
284,288,69.5,53.3,54,3,12.8,3,4,0,0,0,72.5,66.1,57,-0.16,-0.14,-0.02,-1.33,-1.5,-1.66,6
284,281,60.5,55.4,65,0,7,0,4,0,0,0,60.5,62.4,65,0.3,-0.84,-0.16,0.8,-0.2,0.09,6
284,284,59.5,51.5,59,0,11.2,0,4,0,0,0,59.5,62.7,59,0.58,-0.41,0.16,-1,-1.24,-0.66,6
284,277,71.5,66,71,3,13.8,4,4,4,3,1,78.5,82.8,76,-0.35,1.06,0.84,-0.47,1.44,1.09,3
284,279,70.5,64.6,65,0,7,0,4,2,1,0,72.5,72.6,65,0.83,-0.82,0.06,0.52,-0.24,0.59,4
284,282,63.5,56.3,63,0,6.4,0,4,0,0,0,63.5,62.7,63,-0.74,0.29,-0.79,1.08,0.58,-0.16,6
284,280,67,60.4,66,3,7.6,3,4,1,0,0,71,68,69,-0.5,-0.22,1.37,-0.3,0.84,0.34,5
284,277,71.5,67.4,67,6,20.2,7,4,4,3,1,81.5,90.6,75,-0.42,0.34,1.4,-0.23,1.51,1.09,3
284,289,56,45.1,48,3,12.8,3,4,0,0,0,59,57.9,51,-1.51,-0.44,-0.82,0.85,-0.4,-1.91,6
284,277,71.5,66,71,3,18.8,4,4,4,3,1,78.5,87.8,76,0.01,0.72,-0.69,1.05,1.08,1.09,3
284,290,48.5,39.6,52,0,2.8,0,4,0,0,0,48.5,42.4,52,-1.75,-0.36,0.48,-0.54,-0.41,-2.16,6
284,281,67.5,60,63,0,7,0,4,0,0,0,67.5,67,63,-0.27,-0.91,0.94,0.33,0.36,0.09,6
284,278,71,64,70,3,13.6,3,4,3,2,0,77,79.6,73,0.25,1.46,-1.14,0.27,0.59,0.84,3
284,270,84.5,80.9,81,8,18.6,3,4,18,18,11,110.5,117.5,95,0.03,0.34,2.37,0.1,2.81,2.84,1
284,273,79.5,75.8,75,6,13.8,6,4,7,6,4,92.5,95.6,85,-0.15,0.38,1.81,0.05,2.24,2.09,1
284,284,59,49.4,62,0,6.4,0,4,0,0,0,59,55.8,62,-0.27,-0.57,0.21,-0.03,-0.39,-0.66,6
284,281,65,57.3,66,3,7.6,3,4,0,0,0,68,64.9,69,-0.29,-0.62,1.14,-0.14,0.38,0.09,6
284,281,64,57.1,64,0,8.2,0,4,0,0,0,64,65.3,64,0.06,0.18,-0.3,0.16,0.03,0.09,6
284,274,77,73.2,74,0,7.4,0,4,6,5,3,83,85.6,77,-0.23,0.71,0.4,0.95,2.07,1.84,2
284,278,76,68.2,64,0,19.4,0,4,3,2,0,79,89.6,64,0.37,-0.75,0.56,0.66,0.47,0.84,3
284,282,62.5,56.1,61,0,8,0,4,0,0,0,62.5,64.1,61,0.43,-0.66,0.66,-0.59,-0.59,-0.16,6
284,270,83,81.2,78,14,30.2,10,4,18,18,11,115,129.4,99,0.8,-0.02,1.04,1.02,2.04,2.84,1
284,273,82.5,78,73,3,23.2,4,4,7,6,4,92.5,107.2,81,1.9,0.05,0,0.14,0.19,2.09,1
284,272,80,76.6,76,3,16.8,4,4,12,12,8,95,105.4,88,2.09,-0.14,0.79,-0.4,0.26,2.34,1
284,274,72,69.2,76,6,12,7,4,6,5,3,84,86.2,86,-0.32,0.04,1.52,0.6,2.16,1.84,2
284,279,84,73,63,3,21.2,3,4,2,1,0,89,95.2,66,-0.68,-1.23,1.48,1.02,1.27,0.59,4
284,285,55.5,50.1,66,0,5.6,0,4,0,0,0,55.5,55.7,66,-0.62,0.53,0.06,-0.89,-0.29,-0.91,6
284,283,62,54.1,60,3,7.6,3,4,0,0,0,65,61.7,63,-0.79,-0.13,0.07,0.45,0.39,-0.41,6
284,274,78,73.4,76,3,11,4,4,6,5,3,87,89.4,83,1.24,-0.36,0.69,0.27,0.6,1.84,2
284,283,65,57.4,61,0,8,0,4,0,0,0,65,65.4,61,-1.53,0.08,0.62,0.42,1.13,-0.41,6
284,288,55.5,45.5,51,0,7.6,0,4,0,0,0,55.5,53.1,51,0.85,0.32,-1.92,-0.91,-2.51,-1.66,6
284,285,60.5,50.3,64,0,0.6,0,4,0,0,0,60.5,50.9,64,-1.69,0.41,0.22,0.15,0.78,-0.91,6
284,277,70.5,65.8,69,6,17.6,7,4,4,3,1,80.5,86.4,77,0.66,-0.06,0.45,0.05,0.43,1.09,3
284,280,66.5,59.7,65,0,7,0,4,1,0,0,67.5,66.7,65,0.07,-0.49,0.06,0.69,0.27,0.34,5
284,288,51,42.2,54,0,6.8,0,4,0,0,0,51,49,54,-1.1,-0.04,0.17,-0.69,-0.56,-1.66,6
284,272,77,74.4,78,0,13.2,0,4,12,12,8,89,99.6,86,-0.41,0.62,2.32,-0.2,2.75,2.34,1
284,279,70.5,63.4,65,0,13.4,0,4,2,1,0,72.5,77.8,65,0.9,-0.62,0.15,0.16,-0.31,0.59,4
284,284,60.5,53.1,57,0,11.6,0,4,0,0,0,60.5,64.7,57,0.53,-0.96,-0.12,-0.11,-1.19,-0.66,6
284,278,64.5,60.1,73,3,10.8,4,4,3,2,0,70.5,72.9,77,-0.08,0.12,1.07,-0.27,0.92,0.84,3
284,291,41.5,33.8,51,0,0.2,0,4,0,0,0,41.5,34,51,-0.83,-0.98,-1.07,0.47,-1.58,-2.41,6
284,285,59.5,51.6,55,3,8.6,3,4,0,0,0,62.5,60.2,58,0.22,-0.17,-1.61,0.65,-1.13,-0.91,6
284,282,64.5,56.7,61,0,12.2,0,4,0,0,0,64.5,68.9,61,0.55,-0.7,-0.06,0.06,-0.71,-0.16,6
284,274,84,77.9,71,6,19,6,4,6,5,3,96,101.9,80,1.15,0.55,-0.08,0.22,0.69,1.84,2
284,285,58.5,50,57,0,12.6,0,4,0,0,0,58.5,62.6,57,-0.87,0.64,0.57,-1.25,-0.04,-0.91,6
284,268,82,82,84,11,30.6,8,4,30,30,15,123,142.6,107,0.79,0.54,0.66,1.36,2.55,3.34,1
284,280,68.5,62.9,61,6,19.6,6,4,1,0,0,75.5,82.5,67,1,0.04,-0.42,-0.28,-0.66,0.34,5
284,282,62.5,56.1,61,0,7.4,0,4,0,0,0,62.5,63.5,61,-0.66,-0.26,0.7,0.06,0.5,-0.16,6
284,272,85,80.6,74,0,18,0,4,12,12,8,97,110.6,82,1.06,-0.13,0.14,1.27,1.28,2.34,1
284,275,73.5,70.4,71,6,18.4,6,4,5,4,2,84.5,92.8,79,-0.62,0.75,1,0.47,2.21,1.59,2
284,288,59.5,47.9,51,0,5.8,0,4,0,0,0,59.5,53.7,51,-0.95,-1.13,0.26,0.16,-0.7,-1.66,6
284,280,71,61.6,66,0,5.6,0,4,1,0,0,72,67.2,66,0.05,-0.42,0.18,0.53,0.29,0.34,5
284,283,63.5,55.2,59,0,7.2,0,4,0,0,0,63.5,62.4,59,0.82,0.02,-0.8,-0.44,-1.23,-0.41,6
284,287,64,51,55,0,12.6,0,4,0,0,0,64,63.6,55,-1.12,-0.04,-0.13,-0.12,-0.28,-1.41,6
284,279,81,70.7,68,3,17.6,3,4,2,1,0,86,89.3,71,0.22,0.26,-0.1,0.22,0.37,0.59,4
284,293,57,42.9,45,0,13.4,0,4,0,0,0,57,56.3,45,-2.18,-1.02,0.84,-0.54,-0.72,-2.91,6
284,281,66,57.7,64,0,18,0,4,0,0,0,66,75.7,64,0.3,1,-0.15,-1.05,-0.2,0.09,6
284,280,73,63.4,66,0,7.2,0,4,1,0,0,74,70.6,66,0.55,0.61,0.24,-1.06,-0.21,0.34,5
284,284,54.5,48.7,61,0,6,0,4,0,0,0,54.5,54.7,61,0.51,-0.1,-1.35,0.28,-1.17,-0.66,6
284,278,69.5,64.3,67,3,14,3,4,3,2,0,75.5,80.3,70,-0.55,0.55,0.16,0.69,1.4,0.84,3
284,280,58,55.2,68,0,1.6,0,4,1,0,0,59,56.8,68,-0.08,0.5,-0.89,0.81,0.42,0.34,5
284,285,59.5,50.2,59,0,7.4,0,4,0,0,0,59.5,57.6,59,-0.05,0.35,-0.49,-0.73,-0.86,-0.91,6
284,282,63,55.6,62,0,7,0,4,0,0,0,63,62.6,62,-0.4,-0.68,1.05,-0.13,0.24,-0.16,6
284,274,83,76.3,73,9,25.8,10,4,6,5,3,98,107.1,86,1.62,0.39,0.18,-0.36,0.22,1.84,2
284,278,69.5,62.9,71,0,5.4,0,4,3,2,0,72.5,70.3,71,0.45,0.27,0.1,0.02,0.39,0.84,3
284,275,76,70.5,72,3,13.2,3,4,5,4,2,84,87.7,77,1.08,1.08,-1.02,0.45,0.52,1.59,2
284,275,71.5,68.4,75,3,8.6,3,4,5,4,2,79.5,81,80,0.47,0.91,0.44,-0.23,1.12,1.59,2
280,273,63,60.3,74,5,0.6,0,4,0,0,0,68,60.9,74,0.81,-0.08,-0.87,0.05,-0.91,-0.1,6
280,275,73,66.1,62,3,19.6,3,4,0,0,0,76,85.7,65,0.47,-1.51,-0.13,0.57,-1.08,-0.6,6
280,272,66,63.6,76,6,10.8,8,4,0,0,0,72,74.4,84,-0.09,0.27,-0.27,0.23,0.24,0.15,6
280,266,85,81.8,78,11,20.2,6,4,5,4,2,101,106,86,0.34,-0.32,1.44,0.18,1.3,1.65,2
280,273,68,64.3,72,5,2,0,4,0,0,0,73,66.3,72,-0.55,0.3,0.1,0.05,0.45,-0.1,6
280,268,76.5,74.9,77,6,14.4,7,4,2,1,0,84.5,90.3,84,-0.64,-0.37,1.41,0.75,1.79,1.15,4
280,271,72.5,68.8,73,6,13.8,6,4,1,0,0,79.5,82.6,79,0.88,-0.19,-1.12,0.82,-0.49,0.4,5
280,260,89,90.2,90,20,35,18,4,18,18,11,127,143.2,119,0.69,0.84,1.48,0.13,2.46,3.15,1
280,267,76,75.3,80,8,22.4,4,4,4,3,1,88,100.7,85,0.74,-0.17,0.52,0.3,0.66,1.4,3
280,264,84.5,83.3,85,3,22.8,4,4,12,12,8,99.5,118.1,97,1.4,0.44,-0.02,0.33,0.75,2.15,1
280,271,73.5,70.4,71,0,18.2,0,4,1,0,0,74.5,88.6,71,0.62,1.1,-0.34,-0.99,-0.23,0.4,5
280,272,70,66.2,72,11,13,7,4,0,0,0,81,79.2,79,0.86,0.77,-0.75,-0.74,-0.72,0.15,6
280,269,75.5,73.4,75,8,8,3,4,2,1,0,85.5,82.4,78,0.62,-0.64,0.65,0.29,0.28,0.9,4
280,264,88.5,85.9,81,8,23,3,4,12,12,8,108.5,120.9,92,0.85,0.85,0.53,-0.08,1.3,2.15,1
280,264,90,87,80,8,23.8,3,4,12,12,8,110,122.8,91,1.29,-0.68,0.47,1.07,0.86,2.15,1
280,270,70.5,68.1,77,3,16.8,4,4,2,1,0,75.5,85.9,81,0.55,-0.44,0.67,-0.15,0.09,0.65,4
280,268,78,76,76,5,18.4,0,4,2,1,0,85,95.4,76,0.22,0.11,0.59,0.22,0.93,1.15,4
280,274,69,64.8,66,3,8.6,3,4,0,0,0,72,73.4,69,-1.11,-0.21,0.52,0.44,0.76,-0.35,6
280,267,76,75.3,80,8,17.8,4,4,4,3,1,88,96.1,85,-0.3,0.32,0.09,1.29,1.7,1.4,3
280,267,87.5,81.8,79,8,18.8,3,4,4,3,1,99.5,103.6,83,1.2,0.83,-0.16,-0.48,0.19,1.4,3
280,272,69.5,65.3,75,3,10.6,4,4,0,0,0,72.5,75.9,79,0.33,-0.42,0.52,-0.28,-0.18,0.15,6
280,267,82,79.7,76,14,19.2,9,4,4,3,1,100,101.9,86,1.98,0.1,-0.22,-0.46,-0.58,1.4,3
280,268,83,77.4,78,0,17.6,0,4,2,1,0,85,96,78,0.48,0.19,0.55,-0.08,0.67,1.15,4
280,270,77.5,72.7,75,6,12.4,7,4,2,1,0,85.5,86.1,82,0.26,0.14,0.2,0.04,0.39,0.65,4
280,271,79.5,73.4,71,3,17.6,3,4,1,0,0,83.5,91,74,-0.67,-0.61,1.2,0.48,1.07,0.4,5
280,270,70,68.6,76,5,11.8,0,4,2,1,0,77,81.4,76,-0.39,0.67,0.22,0.15,1.04,0.65,4
280,267,82.5,79.2,77,11,16,6,4,4,3,1,97.5,98.2,84,1.1,0.2,0.45,-0.35,0.29,1.4,3
280,265,83.5,81.8,83,8,17.2,4,4,6,5,3,97.5,104,90,1.85,0.02,-0.29,0.32,0.04,1.9,2
280,270,71.5,69.7,75,3,9.4,3,4,2,1,0,76.5,80.1,78,0.35,-0.45,0.29,0.45,0.29,0.65,4
280,273,74.5,68.2,69,3,18.2,3,4,0,0,0,77.5,86.4,72,-0.99,0.27,0.82,-0.2,0.89,-0.1,6
280,274,68.5,62.7,69,0,5.4,0,4,0,0,0,68.5,68.1,69,0.09,-0.41,-0.5,0.46,-0.44,-0.35,6
280,272,73.5,69.1,71,3,13,3,4,0,0,0,76.5,82.1,74,-0.63,-0.46,0.31,0.92,0.78,0.15,6
280,264,84.5,83.3,85,3,20.8,4,4,12,12,8,99.5,116.1,97,0.78,-0.26,0.49,1.13,1.37,2.15,1
280,265,83.5,81.8,83,11,13.2,7,4,6,5,3,100.5,100,93,1.38,-0.2,0.87,-0.15,0.52,1.9,2
280,258,93.5,94.5,95,20,38,19,4,30,30,15,143.5,162.5,129,1.03,0.47,1.71,0.44,2.61,3.65,1
280,273,67.5,63.6,71,0,6.8,0,4,0,0,0,67.5,70.4,71,-0.01,-0.11,-0.04,0.06,-0.09,-0.1,6
280,273,69.5,64.2,71,3,7.4,3,4,0,0,0,72.5,71.6,74,-0.14,0.33,-0.57,0.28,0.04,-0.1,6
280,274,63,60.4,70,0,5.8,0,4,0,0,0,63,66.2,70,-0.13,0.27,-0.74,0.24,-0.23,-0.35,6
280,264,89.5,86.1,83,6,19.2,6,4,12,12,8,107.5,117.3,97,0.28,0.19,1.03,0.64,1.87,2.15,1
280,265,85,82.9,82,14,22.6,11,4,6,5,3,105,110.5,96,1.6,-0.05,0.35,0,0.3,1.9,2
280,273,66.5,63.2,73,3,7.2,3,4,0,0,0,69.5,70.4,76,-0.3,0.12,-0.18,0.27,0.2,-0.1,6
280,265,88,85.1,80,5,18.6,0,4,6,5,3,99,108.7,83,1.48,0.05,0.43,-0.07,0.41,1.9,2
280,275,67.5,61.2,67,3,11.8,3,4,0,0,0,70.5,73,70,-1.21,-0.36,0.05,0.91,0.6,-0.6,6
280,267,83.5,80.8,75,8,23.8,3,4,4,3,1,95.5,107.6,79,0.56,-0.07,0.81,0.1,0.84,1.4,3
280,276,60,55.8,68,3,7.2,3,4,0,0,0,63,63,71,-0.49,-0.03,0.34,-0.67,-0.36,-0.85,6
280,278,65,57.4,62,0,6.4,0,4,0,0,0,65,63.8,62,0.51,-0.77,-0.46,-0.63,-1.86,-1.35,6
280,266,94.5,87.6,80,8,25.2,3,4,5,4,2,107.5,116.8,85,0.4,0.09,1.4,-0.24,1.25,1.65,2
280,265,80,78.9,84,14,27,11,4,6,5,3,100,110.9,98,0.11,0.18,1.25,0.36,1.78,1.9,2
280,265,86,83.1,84,11,18.8,6,4,6,5,3,103,106.9,93,1.81,0.05,0.43,-0.4,0.09,1.9,2
280,267,77.5,76.4,79,3,14,3,4,4,3,1,84.5,93.4,83,1.54,-0.08,-0.59,0.52,-0.15,1.4,3
280,275,67,61.7,66,3,12.2,3,4,0,0,0,70,73.9,69,0.93,-0.52,-0.23,-0.79,-1.54,-0.6,6
280,267,86.5,80.2,81,3,14.6,3,4,4,3,1,93.5,97.8,85,0.73,0.09,0.65,-0.07,0.66,1.4,3
280,272,71.5,67.3,71,8,12,3,4,0,0,0,79.5,79.3,74,-0.03,0.28,0.31,-0.41,0.18,0.15,6
