@relation PGA_Data_Finish_Encoded-weka.filters.unsupervised.attribute.NumericToNominal-R22-weka.filters.unsupervised.attribute.Remove-R3-15

@attribute hole_par numeric
@attribute strokes numeric
@attribute sg_putt numeric
@attribute sg_arg numeric
@attribute sg_app numeric
@attribute sg_ott numeric
@attribute sg_t2g numeric
@attribute sg_total numeric
@attribute Finish {1,2,3,4,5,6}

@data
280,273,0.34,-0.1,1.15,0.26,1.31,1.66,1
280,274,0.61,-0.57,0.54,0.83,0.79,1.4,2
280,278,0.5,0.03,-0.39,0.26,-0.1,0.4,3
280,270,0.98,0.17,1.04,0.21,1.42,2.4,1
280,280,0.69,-0.23,-0.16,-0.4,-0.79,-0.09,4
280,281,-1.72,1.15,0.17,0.06,1.38,-0.34,4
280,277,0.59,-0.16,0.87,-0.65,0.07,0.65,3
280,292,-1.21,0.14,-1.34,-0.69,-1.89,-3.09,6
280,275,0.37,1.46,0.49,-1.16,0.78,1.15,2
288,271,-0.04,0.06,1.64,0.96,2.66,2.61,1
288,282,-0.12,0.36,-0.31,-0.07,-0.02,-0.14,6
288,282,-0.58,0.09,0.46,-0.11,0.44,-0.14,6
288,273,0.96,-0.18,0.44,0.9,1.16,2.11,1
288,276,0.65,-0.22,1.19,-0.25,0.71,1.36,3
288,268,0.89,0.17,1.17,1.12,2.47,3.36,1
288,284,0.81,-1.06,-0.43,0.04,-1.45,-0.64,6
288,273,0.64,0.19,1.18,0.1,1.47,2.11,1
288,278,0.04,0.89,0.47,-0.53,0.82,0.86,4
288,278,-0.14,0.38,0.97,-0.36,1,0.86,4
288,277,0.45,-0.62,1,0.28,0.66,1.11,3
288,285,-1.43,0.57,0.32,-0.35,0.54,-0.89,6
288,283,-0.26,-0.43,-0.15,0.46,-0.12,-0.39,6
288,278,-0.85,0.91,1.28,-0.48,1.71,0.86,4
288,282,0.31,-0.12,0.91,-1.23,-0.44,-0.14,6
288,281,0.68,-0.22,-0.4,0.05,-0.57,0.11,6
288,265,0.56,0.22,1.45,1.88,3.56,4.11,1
288,272,1.35,0.24,0.37,0.4,1.01,2.36,1
288,280,0.54,0.43,0.3,-0.9,-0.18,0.36,5
288,275,0.94,-0.01,0.79,-0.11,0.67,1.61,2
288,276,-0.95,0.84,1.09,0.39,2.32,1.36,3
288,274,1.24,0.1,-0.29,0.81,0.62,1.86,2
288,275,0.46,-0.04,0.88,0.31,1.15,1.61,2
288,274,-0.3,0.77,0.61,0.78,2.16,1.86,2
288,273,0.67,0.15,0.94,0.36,1.44,2.11,1
288,279,0.32,0.73,-0.07,-0.37,0.29,0.61,5
288,280,-0.75,-0.06,0.05,1.13,1.11,0.36,5
288,281,0.06,-0.46,0.41,0.11,0.06,0.11,6
288,280,0.35,0.09,0.31,-0.39,0.01,0.36,5
288,274,1.27,-0.49,0.89,0.19,0.59,1.86,2
288,280,-0.57,0.89,-1.1,1.14,0.93,0.36,5
288,278,-0.92,0.53,1.14,0.11,1.78,0.86,4
288,278,0.9,0.18,-0.46,0.24,-0.04,0.86,4
288,277,1.08,0.63,-1.41,0.82,0.03,1.11,3
288,277,0.33,0.36,0.75,-0.33,0.78,1.11,3
288,277,1.11,-0.55,1.2,-0.64,0,1.11,3
288,269,1.3,0.85,1.04,-0.08,1.81,3.11,1
288,280,-0.34,-0.25,0.79,0.16,0.7,0.36,5
288,282,-1.45,-0.2,0.57,0.95,1.31,-0.14,6
288,275,0.51,0.44,-0.39,1.06,1.11,1.61,2
288,283,0.32,0.28,-0.4,-0.59,-0.71,-0.39,6
288,281,-0.45,-0.15,0.9,-0.19,0.57,0.11,6
288,280,0.41,0.42,0.15,-0.62,-0.05,0.36,5
288,273,1.06,0,1.06,-0.01,1.05,2.11,1
288,279,0.57,0.04,0.68,-0.67,0.04,0.61,5
288,284,-0.75,-0.05,0.23,-0.06,0.11,-0.64,6
288,277,0.04,-0.07,1.16,-0.02,1.08,1.11,3
288,281,-0.16,-0.03,-0.14,0.45,0.27,0.11,6
288,275,1.99,1.09,-0.95,-0.51,-0.37,1.61,2
288,276,0.96,-0.67,0.9,0.17,0.41,1.36,3
288,276,0.36,-0.4,0.59,0.82,1.01,1.36,3
288,279,1.4,0.18,-0.4,-0.57,-0.78,0.61,5
288,276,0.54,-0.26,0.77,0.31,0.82,1.36,3
288,286,-0.52,0.28,-0.92,0.01,-0.62,-1.14,6
288,274,1.22,0.16,0.42,0.06,0.65,1.86,2
288,278,-0.54,-0.06,2.26,-0.79,1.41,0.86,4
288,278,0.37,0.71,-0.08,-0.14,0.49,0.86,4
288,284,-1.47,0.84,0.04,-0.04,0.83,-0.64,6
288,277,0.42,0.63,0.65,-0.58,0.7,1.11,3
288,274,1.08,-0.35,0.6,0.54,0.78,1.86,2
288,284,-0.78,0.33,-0.16,-0.03,0.14,-0.64,6
288,288,-1.86,-0.29,-0.05,0.56,0.22,-1.64,6
288,279,0.16,-0.21,1.96,-1.29,0.46,0.61,5
288,276,0.81,-0.11,0.79,-0.12,0.56,1.36,3
288,280,-0.95,0.82,0.6,-0.12,1.31,0.36,5
288,275,-0.42,0.39,0.86,0.78,2.03,1.61,2
288,278,0.16,0.17,-0.55,1.08,0.7,0.86,4
288,272,0.51,0.53,0.45,0.87,1.85,2.36,1
288,280,0.51,-0.03,-0.36,0.24,-0.15,0.36,5
288,268,1.5,0.65,1.26,-0.05,1.86,3.36,1
288,277,0.33,0.38,0.2,0.2,0.79,1.11,3
288,280,-0.13,0.75,-0.01,-0.25,0.49,0.36,5
288,273,0.51,-0.45,1.67,-0.17,1.06,1.57,3
288,271,0.96,0.04,-0.04,1.1,1.1,2.07,2
288,285,-1.13,0.01,0.18,-0.5,-0.3,-1.43,6
288,268,2.32,-0.02,0.9,-0.38,0.5,2.82,1
288,266,0.71,0.45,0.92,1.24,2.61,3.32,1
288,271,0.1,0.5,1.23,0.24,1.96,2.07,2
288,273,1.13,-0.32,1.07,-0.31,0.44,1.57,3
288,276,-0.95,-0.28,1.94,0.11,1.77,0.82,4
288,269,0.52,0.09,1.4,0.56,2.05,2.57,1
288,273,0.85,0.57,-0.62,0.77,0.72,1.57,3
288,272,0.6,0.05,1.14,0.03,1.22,1.82,2
288,277,0.54,-0.02,0.09,-0.05,0.02,0.57,5
288,276,0,0.35,0.74,-0.26,0.82,0.82,4
288,279,1.64,0.18,-1.24,-0.51,-1.57,0.07,6
288,275,-0.61,0.3,0.72,0.65,1.68,1.07,4
288,272,0.46,0.15,1.1,0.11,1.36,1.82,2
288,269,0.1,-0.19,1.66,1,2.46,2.57,1
288,289,-1.19,0.38,-1.06,-0.57,-1.25,-2.43,6
288,273,0.38,0.31,0.76,0.12,1.19,1.57,3
288,272,-0.99,-0.05,1.82,1.03,2.8,1.82,2
288,272,-0.18,-0.11,1.12,0.99,2,1.82,2
288,267,1.44,-0.61,0.99,1.24,1.62,3.07,1
288,279,-0.3,0.35,0.03,-0.01,0.37,0.07,6
288,283,0.25,-0.73,-0.52,0.07,-1.18,-0.93,6
288,276,-0.42,-0.09,0.29,1.04,1.24,0.82,4
288,274,0.01,0.25,0.93,0.13,1.31,1.32,4
288,278,-0.3,-0.16,0.04,0.74,0.62,0.32,5
288,282,-1.83,-0.2,1.38,-0.04,1.14,-0.68,6
288,279,1.33,-0.16,-0.79,-0.31,-1.26,0.07,6
288,276,0,0.69,-0.15,0.27,0.81,0.82,4
288,287,0.71,-0.18,-2.14,-0.32,-2.64,-1.93,6
288,273,-0.27,0.63,0.6,0.6,1.83,1.57,3
288,273,1.22,0.07,-0.07,0.34,0.35,1.57,3
288,280,1.14,0.93,-1.94,-0.3,-1.32,-0.18,6
288,278,0.04,-0.1,0.46,-0.09,0.27,0.32,5
288,284,-0.37,-0.11,-1.46,0.76,-0.82,-1.18,6
288,277,-0.02,0.48,0.91,-0.81,0.58,0.57,5
288,270,0.15,0.08,1.9,0.19,2.17,2.32,1
288,266,0.81,0.26,2.02,0.22,2.51,3.32,1
288,273,0.86,-0.25,0.51,0.45,0.71,1.57,3
288,273,0.51,0.25,0.25,0.55,1.06,1.57,3
288,287,-0.6,-0.5,-0.6,-0.23,-1.33,-1.93,6
288,275,-0.31,0.3,0.32,0.76,1.38,1.07,4
288,275,0.53,-0.83,0.29,1.07,0.54,1.07,4
288,269,0.04,0.42,1.43,0.69,2.53,2.57,1
288,275,0.48,0.43,-0.86,1.02,0.59,1.07,4
288,278,-0.1,-0.21,0.5,0.12,0.41,0.32,5
288,266,0.44,1.08,0.67,1.13,2.88,3.32,1
288,265,-0.11,0.16,2.55,0.97,3.67,3.57,1
288,284,-0.42,-0.48,-0.07,-0.21,-0.76,-1.18,6
288,271,0.76,0.62,0.62,0.06,1.3,2.07,2
288,274,0.8,-0.59,-0.08,1.19,0.52,1.32,4
288,272,0.83,0.06,0.89,0.04,0.99,1.82,2
284,280,0.85,0.56,-0.14,-2.08,-1.67,-0.81,6
284,273,-0.62,0.62,1.1,-0.16,1.55,0.94,4
284,276,0.15,0.11,-0.82,0.75,0.04,0.19,6
142,138,-0.46,-1.12,0.45,-0.04,-0.71,-1.17,6
284,268,2.87,-0.14,-0.63,0.09,-0.69,2.19,1
284,274,0,-0.05,0.91,-0.18,0.68,0.69,5
284,265,0.86,-0.09,1.58,0.59,2.08,2.94,1
142,136,0.4,0.29,-1.44,-1.75,-2.9,-2.5,6
142,139,0.21,0.31,-0.7,-0.32,-0.71,-0.5,6
284,280,0.29,0.16,-1.82,0.56,-1.1,-0.81,6
284,280,0.15,-0.89,-0.22,0.15,-0.96,-0.81,6
142,139,-0.78,-0.45,-0.39,-0.22,-1.06,-1.84,6
284,268,1.77,-0.32,1.24,-0.51,0.41,2.19,1
284,275,0.28,-0.19,-0.28,0.62,0.16,0.44,5
284,273,0.52,0.32,-0.59,0.67,0.41,0.94,4
142,136,-1.25,-0.08,0.89,-0.07,0.74,-0.5,6
284,271,0.07,0.15,1.8,-0.58,1.36,1.44,3
284,273,-0.18,0.04,1.2,-0.13,1.11,0.94,4
284,272,0.47,-0.21,0.36,0.56,0.71,1.19,3
284,271,-0.04,0.8,0.68,-0.01,1.47,1.44,3
284,271,0.91,0.12,1.07,-0.66,0.53,1.44,3
284,270,1.23,0.08,0.9,-0.52,0.45,1.69,2
142,138,-0.17,-0.37,-0.24,0.27,-0.33,-0.5,6
284,273,0.82,0.05,-0.32,0.38,0.11,0.94,4
284,274,1.28,-0.65,0.23,-0.17,-0.59,0.69,5
142,138,-0.55,-0.33,-0.63,0,-0.96,-1.5,6
284,271,0.23,-0.12,1.45,-0.12,1.21,1.44,3
284,265,0.5,0.44,1.1,0.9,2.44,2.94,1
142,138,-1.32,-0.3,0.95,0.17,0.82,-0.5,6
284,273,-0.23,0.43,0.31,0.44,1.17,0.94,4
284,275,-0.1,-0.24,0.34,0.43,0.53,0.44,5
284,266,0.23,0.55,1.01,0.89,2.45,2.69,1
284,272,0.49,0.26,1.41,-0.97,0.7,1.19,3
284,265,0.62,0.71,0.7,0.9,2.32,2.94,1
284,273,-0.86,0.16,1.39,0.24,1.8,0.94,4
284,268,0.06,0.81,1.33,-0.02,2.12,2.19,1
284,271,1.24,0.09,0.24,-0.13,0.19,1.44,3
284,271,-0.89,0.03,1.27,1.02,2.33,1.44,3
284,280,-0.27,-0.05,-0.71,0.21,-0.55,-0.81,6
284,273,0.97,-0.42,-0.11,0.5,-0.03,0.94,4
284,270,1.54,-0.28,0.26,0.16,0.15,1.69,2
284,282,-0.06,-0.23,-1.02,0.01,-1.25,-1.31,6
284,278,-0.95,1.01,-0.4,0.02,0.63,-0.31,6
284,268,-0.19,0.27,0.77,1.33,2.37,2.19,1
284,268,0.11,1.19,0.33,0.55,2.07,2.19,1
284,275,0.32,-0.59,0.02,0.69,0.12,0.44,5
284,277,-0.09,-0.04,-0.74,0.8,0.02,-0.06,6
142,139,-0.89,-0.08,-0.12,0.58,0.39,-0.5,6
284,270,0.72,-0.49,1.44,0.01,0.97,1.69,2
284,269,0.58,0.72,-0.24,0.87,1.35,1.94,2
284,257,3.38,-0.07,1.32,0.31,1.56,4.94,1
284,278,1.13,0.43,-1.03,-0.85,-1.44,-0.31,6
284,274,-0.21,0.28,0.09,0.53,0.89,0.69,5
284,281,-0.62,-0.04,-0.1,-0.31,-0.44,-1.06,6
284,273,0.73,0.03,0.01,0.17,0.2,0.94,4
284,277,-0.04,0.1,-0.64,0.51,-0.03,-0.06,6
284,272,0.57,-0.57,0.61,0.57,0.61,1.19,3
284,270,2.26,0.2,-0.3,-0.47,-0.58,1.69,2
284,274,0.33,-0.2,-0.22,0.77,0.36,0.69,5
284,274,0.28,-0.2,1.01,-0.4,0.41,0.69,5
284,276,-0.42,0,0.96,-0.36,0.6,0.19,6
284,272,-0.45,-0.13,0.74,1.02,1.63,1.19,3
284,276,0.58,-0.45,0.16,-0.1,-0.39,0.19,6
142,137,-0.73,0,-0.19,0.08,-0.1,-0.84,6
284,271,-0.37,0.1,1.04,0.66,1.81,1.44,3
284,275,0.09,0.95,-0.63,0.02,0.34,0.44,5
284,269,-0.03,-0.15,1.54,0.58,1.97,1.94,2
284,270,0.94,0.84,-0.43,0.35,0.75,1.69,2
284,265,1.26,0.06,0.67,0.95,1.68,2.94,1
284,277,0.42,-0.5,-0.91,0.93,-0.48,-0.06,6
284,274,0.99,-0.27,0.21,-0.24,-0.3,0.69,5
284,269,-0.78,0.43,2.82,-0.54,2.71,1.94,2
284,281,0.85,-1.06,-0.32,-0.52,-1.91,-1.06,6
284,275,-0.49,-0.07,-0.22,1.21,0.92,0.44,5
284,274,0.11,0.76,-0.09,-0.09,0.57,0.69,5
284,273,-0.46,0.25,0.97,0.17,1.4,0.94,4
284,270,0.24,0.13,1.3,0.01,1.45,1.69,2
284,270,0.88,0.49,-0.34,0.65,0.8,1.69,2
280,269,0.49,0.53,0.08,1.52,2.14,2.63,1
280,277,0.01,1.48,-0.96,0.1,0.62,0.63,4
280,279,-0.64,0.08,0.32,0.37,0.77,0.13,5
280,273,1.8,0.14,-0.6,0.28,-0.18,1.63,2
280,271,0.1,0.27,0.62,1.13,2.03,2.13,1
280,276,0.42,1.07,-0.61,0,0.45,0.88,3
280,278,0.98,-0.12,-0.16,-0.32,-0.6,0.38,5
280,278,0.38,0.89,-0.28,-0.62,-0.01,0.38,5
280,280,-0.77,0.17,0.12,0.35,0.65,-0.12,6
280,270,0.18,0.68,0.92,0.59,2.2,2.38,1
280,273,0.67,0.96,0.84,-0.85,0.95,1.63,2
280,271,0.1,0.58,0.42,1.03,2.03,2.13,1
280,284,-0.11,0.05,-0.38,-0.69,-1.01,-1.12,6
280,277,-0.41,-0.53,1.18,0.39,1.03,0.63,4
280,274,0.59,-0.77,0.94,0.62,0.79,1.38,2
280,270,1.37,-0.62,0.95,0.68,1.01,2.38,1
280,278,-0.65,-0.45,0.78,0.69,1.02,0.38,5
280,271,1.72,-0.47,0.64,0.24,0.4,2.13,1
280,274,-0.89,0.28,1.37,0.62,2.27,1.38,2
280,274,0.34,0.65,0.38,0,1.04,1.38,2
280,277,-0.03,0.07,0.89,-0.3,0.66,0.63,4
280,277,-0.62,0.45,0.53,0.28,1.25,0.63,4
280,283,0.58,-0.21,-0.6,-0.64,-1.46,-0.87,6
280,280,1.38,0.07,-1.28,-0.3,-1.5,-0.12,6
280,284,-0.79,0.52,-0.26,-0.59,-0.33,-1.12,6
280,278,-0.64,-0.02,0.93,0.1,1.01,0.38,5
280,279,0.25,-0.28,-0.31,0.46,-0.12,0.13,5
280,274,0.1,-0.24,0.52,0.99,1.28,1.38,2
280,277,0.25,-1.21,1.16,0.43,0.37,0.63,4
280,277,0.17,0.52,0.24,-0.3,0.46,0.63,4
280,259,0.8,0.77,2.46,1.09,4.33,5.13,1
280,280,0.27,-1.1,0.12,0.59,-0.39,-0.12,6
280,278,-0.28,0.26,1.1,-0.71,0.66,0.38,5
280,280,0.31,-0.1,-0.36,0.02,-0.43,-0.12,6
280,275,0.43,-0.15,1.2,-0.35,0.7,1.13,3
280,282,0.83,-0.18,-1.43,0.15,-1.45,-0.62,6
280,283,0.29,0.06,-0.3,-0.92,-1.16,-0.87,6
280,292,-1.41,0.53,-1.05,-1.19,-1.71,-3.12,6
280,274,0.52,-0.26,0.06,1.05,0.86,1.38,2
280,276,0.95,-0.04,-0.06,0.02,-0.08,0.88,3
280,275,1,-1.77,1.22,0.68,0.12,1.13,3
280,276,-0.47,-0.75,0.56,1.53,1.35,0.88,3
280,278,0.11,-0.21,0.58,-0.11,0.27,0.38,5
280,282,0.04,1.62,-1.52,-0.76,-0.66,-0.62,6
280,279,-0.66,0.29,-0.95,1.44,0.78,0.13,5
280,283,0.14,-0.68,0.11,-0.44,-1.01,-0.87,6
280,277,0.19,1.03,-1.05,0.45,0.43,0.63,4
280,277,-0.62,-0.79,0.78,1.25,1.24,0.63,4
280,288,-0.28,-1,-0.08,-0.76,-1.85,-2.12,6
280,283,-0.7,-0.27,0.1,0,-0.17,-0.87,6
280,280,-0.13,-0.03,-0.53,0.56,0,-0.12,6
280,273,0.41,0.82,-0.07,0.46,1.21,1.63,2
280,283,-0.8,-0.31,0.35,-0.12,-0.08,-0.87,6
280,277,0.88,0.44,0.04,-0.73,-0.25,0.63,4
280,280,0.82,-0.41,-0.66,0.13,-0.95,-0.12,6
280,267,0.98,-0.06,1.68,0.53,2.15,3.13,1
280,275,1.09,0,0.52,-0.48,0.04,1.13,3
280,282,-0.1,0.32,-1.45,0.6,-0.53,-0.62,6
280,272,0.56,-0.02,0.9,0.44,1.32,1.88,2
280,276,-0.21,0.4,0.12,0.57,1.09,0.88,3
280,271,-0.13,0.38,1.97,-0.1,2.26,2.13,1
280,282,0.4,-0.67,1.06,-1.41,-1.02,-0.62,6
280,275,-1.09,0.59,0.4,1.23,2.22,1.13,3
280,273,1.69,0.26,-0.94,0.62,-0.06,1.63,2
280,268,1.21,0.17,1.98,-0.48,1.67,2.88,1
280,280,-0.38,-0.38,-0.08,0.71,0.26,-0.12,6
280,279,0.32,0.25,-0.37,-0.08,-0.19,0.13,5
280,278,-0.36,0.27,0.7,-0.23,0.74,0.38,5
280,283,0.35,-0.06,-0.85,-0.32,-1.23,-0.87,6
280,274,-0.29,-0.17,1.43,0.41,1.67,1.38,2
280,269,1.19,0.41,0.64,0.38,1.43,2.63,1
280,283,-0.73,-0.65,0.53,-0.03,-0.14,-0.87,6
280,276,0.97,0.37,0.09,-0.55,-0.09,0.88,3
280,273,2.93,-0.69,-0.11,-0.95,-1.75,1.19,4
280,276,1.02,-0.5,-0.27,0.19,-0.59,0.44,5
280,268,0.74,0.31,1.12,0.27,1.7,2.44,1
280,272,0.47,0.83,0.31,-0.18,0.96,1.44,3
280,268,0.76,0.7,1.02,-0.04,1.68,2.44,1
280,275,0.88,-0.63,0.04,0.39,-0.19,0.69,4
280,267,2.16,-0.16,0.39,0.29,0.52,2.69,1
280,266,1.79,0.22,0.24,0.69,1.15,2.94,1
280,271,0.62,-0.37,0.62,0.8,1.06,1.69,2
280,276,1.8,-1.54,0.22,-0.05,-1.37,0.44,5
280,263,0.81,0.96,0.9,1.02,2.88,3.69,1
280,270,0.67,0.11,0.96,0.18,1.26,1.94,2
280,268,1.05,1.44,-0.37,0.31,1.38,2.44,1
280,281,-0.39,0.6,1.09,-2.11,-0.42,-0.81,6
280,280,0.23,-0.83,0.03,0,-0.8,-0.56,6
280,282,1.23,-1.16,-1.35,0.21,-2.3,-1.06,6
280,270,0.46,0.51,0.69,0.27,1.47,1.94,2
280,271,1.12,0.58,-0.47,0.45,0.57,1.69,2
280,277,0,-0.08,-0.31,0.57,0.19,0.19,5
280,271,0.28,0.26,0.3,0.84,1.4,1.69,2
280,271,0.02,0.42,0.78,0.46,1.66,1.69,2
280,278,-0.21,-1.31,1.01,0.45,0.15,-0.06,6
280,269,1.21,0.85,0.52,-0.4,0.98,2.19,2
280,274,0.22,-0.06,0.38,0.39,0.71,0.94,4
280,276,-1.09,0.66,0.05,0.81,1.53,0.44,5
280,266,0.27,0.53,1.3,0.83,2.67,2.94,1
280,279,-1.1,-0.04,1.16,-0.33,0.79,-0.31,6
280,271,1.14,1.46,-0.69,-0.23,0.54,1.69,2
280,277,0,-0.26,-0.53,0.98,0.19,0.19,5
280,276,0.81,0.1,-0.25,-0.23,-0.38,0.44,5
280,278,-0.82,0.04,0.96,-0.23,0.76,-0.06,6
280,277,-1.14,1.03,1.13,-0.83,1.33,0.19,5
280,278,0.06,0.61,-0.18,-0.56,-0.12,-0.06,6
280,277,-0.1,-0.27,0.31,0.25,0.29,0.19,5
280,278,-0.49,0.74,-0.3,-0.02,0.42,-0.06,6
280,270,1.32,-0.32,0.07,0.86,0.61,1.94,2
280,273,-0.13,-0.4,1.82,-0.09,1.32,1.19,4
280,267,0.35,1.51,0.63,0.19,2.33,2.69,1
280,275,0.35,0.97,0.15,-0.78,0.34,0.69,4
280,282,0.05,-0.82,-0.45,0.16,-1.11,-1.06,6
280,276,-0.57,0.18,0.53,0.29,1,0.44,5
280,271,0.8,0.35,0.12,0.42,0.88,1.69,2
280,279,1.57,-0.64,-0.53,-0.72,-1.88,-0.31,6
280,279,0.07,0.86,-0.87,-0.38,-0.39,-0.31,6
280,270,-0.35,0.3,0.94,1.04,2.28,1.94,2
280,266,1.2,1.01,1.09,-0.37,1.73,2.94,1
280,284,-0.55,1.03,-1.2,-0.84,-1.01,-1.56,6
280,272,0.25,0.94,-0.22,0.47,1.19,1.44,3
280,272,0.86,-0.14,0.4,0.32,0.57,1.44,3
280,278,-0.61,-0.47,0.95,0.07,0.55,-0.06,6
280,269,1.28,0.91,-0.67,0.67,0.91,2.19,2
280,267,0.57,0.28,1.11,0.73,2.12,2.69,1
280,275,0.31,-0.37,0.27,0.48,0.38,0.69,4
280,269,-1.37,0.83,0.97,1.75,3.55,2.19,2
280,272,-0.74,0.51,0.54,1.13,2.18,1.44,3
280,277,0.96,-0.79,0.62,-0.61,-0.78,0.19,5
280,266,1.64,-0.13,0.57,0.85,1.3,2.94,1
280,272,-0.11,0.59,1.57,-0.61,1.55,1.44,3
280,272,-0.31,0.92,0.13,0.68,1.74,1.44,3
280,274,0.22,0.74,0.85,-0.87,0.72,0.94,4
280,272,-0.01,0.03,0.76,0.66,1.45,1.44,3
280,277,-0.23,-0.28,0.16,0.53,0.41,0.19,5
280,275,-0.35,-0.75,1.27,0.51,1.04,0.69,4
280,273,-0.38,-0.02,0.66,0.93,1.57,1.19,4
280,279,-0.8,0.08,0.69,-0.28,0.49,-0.31,6
280,280,-0.39,-0.19,-0.3,0.31,-0.17,-0.56,6
280,277,-1.16,0.31,0.41,0.62,1.35,0.19,5
280,277,0.15,1.38,-0.51,-0.84,0.04,0.19,5
280,271,0.89,0.04,0.59,0.17,0.8,1.69,2
280,278,-0.08,0.2,0.78,0.05,1.03,0.94,4
280,273,0.75,0.18,0.65,0.61,1.44,2.2,1
280,267,0.55,0.96,1.46,0.72,3.14,3.69,1
280,282,0.75,-1.06,-0.41,0.67,-0.81,-0.06,6
280,274,1.9,-0.32,-0.08,0.45,0.04,1.94,2
280,278,1.15,0.63,-0.11,-0.73,-0.21,0.94,4
280,281,0.13,0.01,-1.28,1.34,0.07,0.19,6
280,277,0.49,0.22,-0.6,1.09,0.71,1.19,3
280,286,-0.41,-0.75,-0.56,0.67,-0.64,-1.05,6
280,273,1.5,1.15,-0.18,-0.28,0.69,2.19,1
280,280,0.16,0.09,0.18,0.02,0.29,0.44,5
280,287,-0.51,-0.84,-0.39,0.43,-0.8,-1.3,6
280,277,0.76,0.17,-0.06,0.32,0.43,1.19,3
280,276,0.08,0.39,0.18,0.79,1.36,1.44,3
280,273,1.32,-0.4,0.86,0.42,0.88,2.19,1
280,275,0.47,-0.11,1.03,0.3,1.23,1.7,2
280,276,0.83,1.14,-0.63,0.11,0.61,1.44,3
280,273,1.82,-0.46,-0.03,0.88,0.38,2.19,1
280,290,-0.48,0.24,-0.8,-1.02,-1.57,-2.05,6
280,281,-0.41,0.13,-0.16,0.63,0.6,0.19,6
280,282,0.77,0.54,-0.54,-0.84,-0.83,-0.05,6
280,261,0.96,0.52,2.46,1.25,4.23,5.19,1
280,275,1.26,-0.39,0.55,0.27,0.44,1.69,2
280,280,0.7,-0.23,-0.54,0.51,-0.26,0.45,5
280,289,-0.93,-0.36,-1.28,0.77,-0.88,-1.81,6
280,276,-0.99,0.01,1.46,0.96,2.43,1.45,3
280,281,-1.25,0.02,0.13,1.29,1.45,0.2,6
280,280,0.25,-0.47,-0.07,0.74,0.2,0.45,5
280,271,-0.11,-0.16,1.71,1.25,2.8,2.7,1
280,275,0.95,0.4,-0.33,0.67,0.74,1.7,2
280,289,0.62,-0.77,-0.69,-0.97,-2.43,-1.81,6
280,280,-0.63,0.14,1.14,-0.21,1.07,0.45,5
280,285,0.13,0.15,-1.34,0.25,-0.94,-0.8,6
280,278,0.3,-0.69,1.64,-0.31,0.64,0.94,4
280,282,-1.17,0.29,0.73,0.1,1.11,-0.05,6
280,281,-0.45,0.29,-0.35,0.7,0.65,0.2,6
280,275,-0.05,1.24,2.24,-1.74,1.75,1.7,2
280,278,1.51,-0.2,-0.37,0,-0.57,0.94,4
280,282,0.09,-0.49,0.38,-0.04,-0.15,-0.05,6
280,277,-0.01,0.15,0.8,0.25,1.2,1.19,3
280,282,0.82,0.45,-0.94,-0.38,-0.87,-0.06,6
280,277,0.89,0.26,0.55,-0.5,0.31,1.19,3
280,282,1.23,-0.11,-0.35,-0.82,-1.28,-0.05,6
280,274,0.43,0.2,0.99,0.32,1.52,1.94,2
280,279,-0.05,0.57,0.09,0.07,0.74,0.7,5
280,275,0.82,0.77,0.1,0,0.87,1.69,2
280,275,-1.56,0.05,2.8,0.4,3.25,1.7,2
280,273,0.51,0.09,0.61,0.99,1.69,2.2,1
280,281,-0.11,-0.42,0.59,0.14,0.31,0.2,6
280,272,-0.44,0.38,2.17,0.33,2.88,2.45,1
280,274,0.73,-0.46,1.05,0.62,1.22,1.95,2
280,272,0.06,1.15,2.01,-0.77,2.39,2.44,1
280,277,-0.43,0.47,0.73,0.43,1.63,1.2,3
280,274,0.91,0.78,0.59,-0.34,1.04,1.94,2
280,279,0.75,0.24,-0.67,0.37,-0.05,0.69,5
280,277,-1.09,0.08,1.14,1.07,2.29,1.2,3
280,275,0.24,1.34,0.1,0.01,1.46,1.7,2
280,278,-0.25,-0.04,0.63,0.6,1.19,0.94,4
280,278,0.82,0.39,-0.35,0.09,0.12,0.94,4
280,274,0.76,0.71,0.59,-0.12,1.19,1.94,2
280,273,0.64,0.27,0.56,0.71,1.55,2.2,1
280,275,-0.34,0.34,1.76,-0.06,2.04,1.7,2
280,274,0.25,0.47,2.2,-0.97,1.7,1.94,2
280,277,0.05,0.8,0.76,-0.42,1.15,1.2,3
280,280,-0.06,0.31,0.05,0.16,0.51,0.45,5
280,282,-0.81,-0.08,0.13,0.7,0.75,-0.05,6
288,286,-0.17,-0.5,0.43,0.1,0.04,-0.13,6
288,283,0.84,1.2,-0.83,-0.58,-0.22,0.62,4
144,144,-0.2,-0.16,-0.53,-0.04,-0.74,-0.94,6
288,282,0.52,-0.16,0.67,-0.16,0.35,0.87,4
288,288,-0.02,0.1,-0.36,-0.36,-0.61,-0.63,6
288,281,-1.35,-0.16,1.5,1.12,2.46,1.12,4
288,273,0.24,0.78,1.1,1,2.88,3.12,1
288,273,1.37,0.39,0.92,0.43,1.75,3.12,1
288,287,-1.39,0.31,0.84,-0.14,1.01,-0.38,6
288,284,0.75,0.2,-0.26,-0.32,-0.38,0.37,5
288,285,-0.71,-0.32,0.61,0.54,0.83,0.12,6
288,286,0.99,1.23,-1.84,-0.51,-1.12,-0.13,6
288,284,0.6,-0.45,-0.39,0.6,-0.23,0.37,5
