@relation PGA_Data_Finish_Encoded-weka.filters.unsupervised.attribute.NumericToNominal-R22-weka.filters.unsupervised.attribute.Remove-R3-15

@attribute hole_par numeric
@attribute strokes numeric
@attribute sg_putt numeric
@attribute sg_arg numeric
@attribute sg_app numeric
@attribute sg_ott numeric
@attribute sg_t2g numeric
@attribute sg_total numeric
@attribute Finish {1,2,3,4,5,6}

@data
280,268,0.89,-0.11,2.2,-0.54,1.55,2.44,1
280,275,0.53,0.7,-0.04,-0.5,0.16,0.69,4
280,271,-0.09,-0.3,1.43,0.71,1.78,1.69,2
280,273,0.83,0.32,0.16,-0.13,0.36,1.19,3
280,271,0.54,-0.35,1.31,0.19,1.15,1.69,2
280,285,-1.16,0.51,-1.17,0,-0.66,-1.81,6
280,277,0.69,-0.15,-0.28,-0.06,-0.5,0.19,5
280,266,1.29,0.39,0.41,0.85,1.64,2.94,1
280,274,0.58,-0.35,0.6,0.1,0.35,0.94,4
280,269,0.92,0.64,-0.24,0.87,1.27,2.19,1
280,266,1.34,0.36,0.62,0.61,1.59,2.94,1
280,269,2.15,0,-0.35,0.38,0.04,2.19,1
280,269,0.32,0.51,1.75,-0.4,1.86,2.19,1
280,281,-0.5,-0.19,-0.82,0.69,-0.31,-0.81,6
280,274,0.93,-0.36,0.34,0.03,0.01,0.94,4
280,273,-0.16,0.47,0.28,0.6,1.35,1.19,3
280,282,-0.4,-0.3,-0.7,0.34,-0.66,-1.06,6
280,272,-0.1,-0.33,1.31,0.55,1.54,1.44,3
280,279,-0.57,-0.05,-0.56,0.87,0.26,-0.31,6
280,274,1.35,0.35,0.02,-0.78,-0.41,0.94,4
280,276,0.52,0.4,-0.07,-0.42,-0.09,0.44,5
280,275,0.47,-0.09,-0.04,0.35,0.22,0.69,4
280,274,0.41,0.26,0.4,-0.13,0.53,0.94,4
280,277,0.51,-0.55,0.38,-0.17,-0.33,0.19,5
280,278,-0.06,0.04,-0.63,0.58,-0.01,-0.06,6
280,277,0.56,-0.2,0.92,-1.1,-0.37,0.19,5
280,267,1.76,0.78,0.16,-0.02,0.92,2.69,1
280,270,1.07,0.17,0,0.7,0.87,1.94,2
280,270,0.56,0.13,1.07,0.18,1.38,1.94,2
280,272,1.2,0.58,0,-0.35,0.23,1.44,3
280,274,-0.32,0.04,0.23,0.98,1.25,0.94,4
280,270,1.39,0.05,0.64,-0.14,0.55,1.94,2
280,280,1.85,-0.7,-1.09,-0.63,-2.42,-0.56,6
280,269,0.78,0.45,0.32,0.64,1.4,2.19,1
280,282,-1.05,-0.06,-0.08,0.13,-0.01,-1.06,6
280,279,-0.79,-0.83,0.73,0.57,0.47,-0.31,6
280,275,0.14,0.16,1.07,-0.69,0.54,0.69,4
280,272,0.6,0.15,-0.38,1.08,0.84,1.44,3
280,276,0.11,0.51,-0.11,-0.07,0.32,0.44,5
280,272,0,0.18,0.87,0.38,1.43,1.44,3
280,266,0.91,-0.04,0.83,1.24,2.03,2.94,1
280,279,-0.14,0.46,-0.29,-0.34,-0.17,-0.31,6
280,276,0.52,-0.24,0.42,-0.27,-0.09,0.44,5
288,299,-0.71,0.63,-0.62,0.35,0.36,-0.35,6
288,293,0.36,0.92,-0.14,0.01,0.79,1.15,3
288,299,-2.29,0.1,1.56,0.29,1.94,-0.35,6
288,294,0.03,0.27,0.98,-0.38,0.87,0.9,4
288,287,0.28,-0.3,0.87,1.8,2.37,2.65,1
288,300,0.75,-0.42,-0.38,-0.56,-1.35,-0.6,6
288,295,-0.2,0.4,0.32,0.13,0.85,0.65,4
288,293,2.07,-0.42,-0.38,-0.12,-0.92,1.15,3
288,297,-0.02,0.41,0.05,-0.29,0.17,0.15,5
288,292,0.8,0.61,-0.36,0.35,0.6,1.4,2
288,292,0.99,0.18,0.69,-0.46,0.42,1.4,2
288,290,-0.17,0.86,1.02,0.19,2.08,1.9,2
288,289,-0.6,-0.88,2.64,1,2.76,2.15,1
288,292,0.25,0.6,0.82,-0.27,1.15,1.4,2
288,288,1.25,-0.28,0.81,0.62,1.16,2.4,1
288,301,-0.8,0.59,0.64,-1.28,-0.05,-0.85,6
288,300,0.95,-1.24,0.14,-0.45,-1.55,-0.6,6
288,292,0.48,-0.68,1.56,0.04,0.92,1.4,2
288,294,0.29,-0.16,1.41,-0.64,0.62,0.9,4
288,289,0.99,1.08,0.35,-0.27,1.16,2.15,1
288,296,0.85,0.46,-1.3,0.39,-0.44,0.4,5
288,299,-1.5,0.17,0.25,0.74,1.15,-0.35,6
288,295,-0.14,0.32,0.66,-0.19,0.79,0.65,4
288,294,0.5,0.4,0.54,-0.54,0.4,0.9,4
288,288,-0.4,0.4,1.8,0.61,2.8,2.4,1
288,292,0.56,-0.45,0.23,1.07,0.85,1.4,2
288,293,-0.56,0.16,1.69,-0.13,1.72,1.15,3
288,296,-0.93,0.34,0.65,0.35,1.33,0.4,5
288,298,-0.2,-0.28,0.5,-0.13,0.1,-0.1,6
288,296,-0.22,0.74,-0.26,0.14,0.62,0.4,5
288,288,1.58,-0.58,0.3,1.1,0.82,2.4,1
288,295,0.2,0.26,0.42,-0.22,0.46,0.65,4
288,295,0.17,0.15,-0.3,0.62,0.48,0.65,4
288,289,0.41,0.49,0.38,0.88,1.74,2.15,1
288,293,0.54,-1.07,1.57,0.11,0.61,1.15,3
288,297,-0.44,0.92,-0.6,0.28,0.59,0.15,5
288,285,1.52,0.5,1.15,-0.02,1.63,3.15,1
288,293,0.15,1.41,0.1,-0.51,1,1.15,3
288,298,0.18,-0.42,0.14,0.01,-0.27,-0.1,6
288,299,-0.24,-0.39,-0.32,0.61,-0.1,-0.35,6
288,291,0.63,0.24,0.31,0.47,1.02,1.65,2
288,293,0.74,0.11,0.29,0,0.41,1.15,3
288,292,0.25,0.42,0.28,0.45,1.15,1.4,2
288,288,-0.13,0.35,1.57,0.61,2.53,2.4,1
288,298,-1.12,0.91,-0.52,0.63,1.02,-0.1,6
288,313,-0.42,-0.27,-2.26,-0.89,-3.43,-3.85,6
288,300,0.01,0.15,-0.78,0.01,-0.61,-0.6,6
288,297,-0.7,0.25,0.15,0.46,0.85,0.15,5
288,299,1.26,0.16,0.39,-2.16,-1.61,-0.35,6
288,299,0,0.96,-1.82,0.51,-0.35,-0.35,6
288,295,1.15,-0.9,0.06,0.34,-0.5,0.65,4
288,297,0.12,-0.93,0.81,0.15,0.03,0.15,5
288,297,2.28,-0.18,-2.31,0.36,-2.12,0.15,5
288,286,0.27,1.31,0.4,0.91,2.63,2.9,1
288,289,0.8,-0.05,0.69,0.71,1.35,2.15,1
288,300,0.28,-0.5,-0.03,-0.35,-0.88,-0.6,6
288,291,-1.21,1.51,0.26,1.09,2.86,1.65,2
288,296,-0.42,0.54,0.65,-0.37,0.83,0.4,5
288,290,1.4,0.35,0.08,0.07,0.5,1.9,2
288,284,0.84,0.37,1.82,0.38,2.56,3.4,1
288,291,0.18,-0.86,1.51,0.81,1.47,1.65,2
288,293,0.6,0.5,-0.95,1,0.55,1.15,3
288,296,-0.38,-0.97,0.72,1.03,0.78,0.4,5
288,302,0.01,-0.74,0.31,-0.68,-1.11,-1.1,6
288,308,-0.33,-0.93,-0.03,-1.31,-2.27,-2.6,6
288,293,1.42,-0.57,0.07,0.24,-0.27,1.15,3
288,298,-0.79,1.16,0.16,-0.63,0.69,-0.1,6
288,295,-0.44,2.18,-0.62,-0.46,1.09,0.65,4
288,294,1.03,0.02,-0.49,0.34,-0.13,0.9,4
280,290,-1.15,0.02,-0.24,0.69,0.47,-0.68,6
280,282,-0.36,0.1,1.77,-0.2,1.68,1.32,3
280,283,0.26,-0.23,1.13,-0.09,0.81,1.07,4
280,277,0.29,1.34,0.34,0.6,2.28,2.57,1
280,285,-0.39,0.24,0.63,0.09,0.96,0.57,5
280,279,1.23,-0.01,1.01,-0.17,0.84,2.07,2
280,281,1.23,-0.07,0.63,-0.23,0.33,1.57,3
280,286,0.16,0.29,-0.44,0.31,0.16,0.32,5
280,285,0.02,-0.15,0.37,0.33,0.54,0.57,5
280,284,0.87,0.05,-0.08,-0.02,-0.05,0.82,4
280,277,0.33,-0.09,1.21,1.12,2.24,2.57,1
280,292,0.1,1.02,-2.13,-0.18,-1.28,-1.18,6
280,285,-0.15,-0.1,0.33,0.49,0.72,0.57,5
280,278,0.01,0.49,1.54,0.29,2.31,2.32,1
280,290,-0.17,0.1,-0.7,0.09,-0.51,-0.68,6
280,280,2.25,-0.27,1.21,-1.37,-0.43,1.82,2
280,282,0.44,0.08,1.18,-0.38,0.88,1.32,3
280,277,0.87,-0.05,1.54,0.21,1.7,2.57,1
280,289,0.25,1.35,-1.59,-0.44,-0.68,-0.43,6
280,286,-0.73,-0.04,0.58,0.51,1.05,0.32,5
280,291,0.37,0.28,-1.59,0.01,-1.31,-0.93,6
280,287,-0.91,-0.3,0.67,0.6,0.97,0.07,6
280,278,0.06,-0.25,1.9,0.6,2.25,2.32,1
280,297,-0.58,-0.83,-0.72,-0.3,-1.85,-2.43,6
280,280,0.94,0.7,-0.31,0.48,0.88,1.82,2
280,289,-1.4,-0.09,0.79,0.27,0.97,-0.43,6
280,281,0.48,0.17,0.67,0.24,1.09,1.57,3
280,285,-0.9,0.47,0.45,0.55,1.47,0.57,5
280,282,0.45,0.21,0.47,0.18,0.86,1.32,3
280,282,0.79,-0.71,1.51,-0.28,0.52,1.32,3
280,282,1.18,-0.12,1,-0.75,0.13,1.32,3
280,283,0.99,-0.42,0.28,0.22,0.07,1.07,4
280,282,-0.32,0.32,0.44,0.89,1.64,1.32,3
280,281,0.39,0.87,0.66,-0.36,1.18,1.57,3
280,281,0.4,-0.07,1.11,0.12,1.17,1.57,3
280,286,-0.07,0.37,-0.63,0.65,0.38,0.32,5
280,284,0.13,0.84,-0.22,0.07,0.69,0.82,4
280,286,-0.78,0.29,0.42,0.39,1.1,0.32,5
280,279,0.7,0.4,1.72,-0.75,1.37,2.07,2
280,277,1.74,0.03,0.03,0.77,0.83,2.57,1
280,290,-0.09,-0.22,-0.54,0.17,-0.59,-0.68,6
280,279,0.36,0.61,1.03,0.08,1.71,2.07,2
280,275,1.18,1.61,1.11,-0.83,1.88,3.07,1
280,286,-0.11,0.18,0.37,-0.13,0.42,0.32,5
280,279,0.26,-0.15,1.27,0.68,1.81,2.07,2
280,284,-0.73,-0.08,1.49,0.14,1.55,0.82,4
280,288,0.27,-0.01,-0.8,0.35,-0.46,-0.18,6
280,289,0.06,-0.18,-0.29,-0.03,-0.5,-0.43,6
280,282,0.06,0.14,0.64,0.48,1.26,1.32,3
280,294,1.32,-0.88,-1.39,-0.74,-3.01,-1.68,6
280,281,0.66,0.06,0.86,-0.02,0.91,1.57,3
280,278,-0.03,-0.14,2.65,-0.17,2.35,2.32,1
280,280,0.1,0.73,0.41,0.57,1.72,1.82,2
280,283,0.18,0.22,-0.07,0.73,0.89,1.07,4
280,279,0.9,0.45,0.85,-0.13,1.17,2.07,2
280,280,0.88,0.66,-0.22,0.5,0.94,1.82,2
280,291,1.35,-0.71,-2.08,0.51,-2.28,-0.93,6
280,287,0.4,0.13,-0.78,0.32,-0.33,0.07,6
280,274,0.25,0.89,1.55,0.63,3.07,3.32,1
280,281,0.31,0.75,-0.32,0.83,1.26,1.57,3
280,287,-0.86,0.03,0.8,0.09,0.92,0.07,6
280,287,1.65,-1.21,-0.28,-0.09,-1.58,0.07,6
280,282,0.4,-0.09,-0.05,1.05,0.92,1.32,3
280,276,0.56,0.45,0.99,0.81,2.26,2.82,1
280,284,0.28,-0.3,0.84,0.01,0.54,0.82,4
280,286,-0.56,0.59,0.31,-0.02,0.88,0.32,5
280,285,1.45,0.23,-0.97,-0.14,-0.88,0.57,5
280,279,1.15,0.34,0.74,-0.16,0.92,2.07,2
280,293,0.22,-0.17,-0.96,-0.52,-1.65,-1.43,6
284,275,0.85,-0.31,0.34,0.87,0.91,1.75,2
284,280,-0.43,0.19,-0.15,0.9,0.94,0.5,3
284,281,-1.5,0.9,0,0.85,1.76,0.25,3
284,267,1.59,0.09,0.58,1.5,2.17,3.75,1
284,283,-0.3,0.09,-0.25,0.22,0.06,-0.25,5
284,278,0.19,0.65,0.61,-0.44,0.81,1,2
284,272,0.78,-0.29,0.52,1.5,1.72,2.5,1
284,279,0.05,1.36,-0.63,-0.03,0.71,0.75,3
284,282,-0.42,0.16,1.04,-0.77,0.43,0,4
284,278,1.52,-0.27,-0.94,0.69,-0.52,1,2
284,282,0.95,0.05,-0.42,-0.58,-0.95,0,4
284,281,0.15,-0.5,0.97,-0.36,0.11,0.25,3
284,285,-1.52,-0.1,0.88,-0.01,0.77,-0.75,5
284,287,-0.39,0.41,-0.55,-0.71,-0.85,-1.25,6
284,283,-1.42,0.56,0.05,0.56,1.17,-0.25,5
284,277,0.01,0.45,0.89,-0.09,1.25,1.25,2
284,281,-0.25,-0.31,0.8,0.02,0.5,0.25,3
284,279,0.95,0.3,-0.64,0.14,-0.2,0.75,3
284,284,-1.54,0.19,-0.32,1.17,1.05,-0.5,5
284,283,0.24,0.51,-0.96,-0.04,-0.49,-0.25,5
284,269,1.03,1.06,0.99,0.17,2.22,3.25,1
284,287,-0.45,0.42,-0.72,-0.49,-0.8,-1.25,6
284,297,-1,-0.84,-0.83,-1.08,-2.75,-3.75,6
284,275,0.19,-0.32,0.39,1.5,1.57,1.75,2
284,271,0.17,-0.3,2.25,0.63,2.58,2.75,1
284,295,-0.6,-0.93,-0.68,-1.03,-2.64,-3.25,6
284,281,0.28,-0.46,0.43,0.01,-0.03,0.25,3
284,287,0.81,0.01,-0.88,-1.18,-2.06,-1.25,6
284,286,-1.27,-0.32,0.58,0.01,0.27,-1,6
284,269,1.34,0.06,0.75,1.1,1.91,3.25,1
284,288,1.59,-0.73,-1.39,-0.95,-3.08,-1.5,6
284,271,0.89,0.17,0.82,0.87,1.87,2.75,1
284,278,0.99,0.25,-0.33,0.1,0.01,1,2
284,287,-1.37,-0.07,0.33,-0.15,0.12,-1.25,6
284,272,1.47,0.58,0.78,-0.32,1.03,2.5,1
284,289,-0.8,-0.36,-1.5,0.92,-0.95,-1.75,6
284,281,-1.31,-0.12,1.45,0.24,1.57,0.25,3
284,288,0.02,-0.27,-2.14,0.88,-1.52,-1.5,6
284,286,2.22,-1.3,-0.67,-1.24,-3.21,-1,6
284,279,0.52,-0.02,-0.51,0.76,0.23,0.75,3
284,282,-0.2,0.16,-0.31,0.36,0.2,0,4
284,297,-0.5,-0.22,-2.23,-0.8,-3.25,-3.75,6
284,279,0.89,0.3,0.12,-0.56,-0.14,0.75,3
284,283,-0.84,0.5,0.2,-0.1,0.59,-0.25,5
284,294,-0.51,0.34,-1.98,-0.85,-2.49,-3,6
284,283,-0.78,0.47,0.48,-0.42,0.54,-0.25,5
284,288,-0.37,-0.1,-1.53,0.5,-1.13,-1.5,6
284,273,0.41,0.09,1.42,0.33,1.84,2.25,2
284,266,2.96,0.8,0.5,-0.25,1.05,4,1
284,277,0.5,-0.05,1.12,-0.32,0.76,1.25,2
284,281,0.66,-0.2,-0.69,0.5,-0.4,0.25,3
284,296,-2.31,0.6,-1.24,-0.54,-1.18,-3.5,6
284,283,0.62,0.59,-0.06,-1.4,-0.87,-0.25,5
284,270,0.51,0.04,1,1.44,2.49,3,1
284,282,0.15,-0.49,-1.19,1.53,-0.15,0,4
284,292,0.42,-0.73,-1.53,-0.66,-2.92,-2.5,6
284,281,-0.08,-0.4,0.73,0,0.33,0.25,3
284,289,-1.06,0.57,-0.75,-0.51,-0.68,-1.75,6
284,299,-3.27,-1.15,0.35,-0.18,-0.97,-4.25,6
284,281,-0.37,-0.47,0.65,0.44,0.62,0.25,3
284,276,0.48,-0.41,1.73,-0.29,1.02,1.5,2
284,282,0.62,-0.34,0.72,-0.99,-0.61,0,4
284,280,0.51,-0.16,-0.37,0.53,0,0.5,3
284,278,0.2,-0.4,0.48,0.73,0.81,1,2
284,271,0.11,0.72,1.01,0.92,2.65,2.75,1
284,303,-1.82,0.38,-2.56,-1.24,-3.43,-5.25,6
284,287,-0.51,-0.97,1.79,-1.56,-0.74,-1.25,6
284,289,-0.26,0.36,-0.47,-1.38,-1.49,-1.75,6
284,276,-0.73,-0.02,2.55,-0.3,2.24,1.5,2
284,280,1.06,-0.88,0.08,0.24,-0.56,0.5,3
284,284,0.4,-0.59,0.03,0.4,-0.16,0.24,5
284,281,0.74,0.6,0.08,-0.43,0.26,0.99,3
284,283,1.21,-0.22,-0.77,0.27,-0.72,0.49,4
284,288,0.03,-0.7,0.46,-0.55,-0.79,-0.76,6
284,285,0.1,-0.31,0.33,-0.12,-0.1,-0.01,5
284,273,0.4,0.57,1.56,0.46,2.59,2.99,1
284,286,-0.63,-0.16,0.74,-0.22,0.37,-0.26,6
284,276,-0.4,0.83,0.87,0.94,2.64,2.24,1
284,285,0.38,-0.15,-0.16,-0.08,-0.39,-0.01,5
284,284,-0.62,-0.32,0.75,0.44,0.86,0.24,5
284,280,1.59,0.71,-0.68,-0.38,-0.35,1.24,3
284,287,0.82,-0.03,-0.39,-0.91,-1.33,-0.51,6
284,288,-1.26,0.16,0.05,0.3,0.5,-0.76,6
284,281,-0.32,-0.29,1.58,0.02,1.32,0.99,3
284,281,0.85,-0.01,0.45,-0.3,0.14,0.99,3
284,277,0.73,1.53,-0.08,-0.19,1.26,1.99,1
284,282,-0.27,-0.03,1.42,-0.38,1.01,0.74,3
284,277,0.43,0.62,0.64,0.3,1.57,1.99,1
284,283,2.72,-0.47,-0.09,-1.66,-2.23,0.49,4
284,276,-0.87,1.51,0.49,1.11,3.11,2.24,1
284,278,0.36,-0.04,1.13,0.3,1.39,1.74,2
284,286,-0.15,0.52,-0.25,-0.38,-0.11,-0.26,6
284,276,1.26,0.29,0.19,0.51,0.98,2.24,1
284,292,-2.29,0.88,-0.36,0.02,0.54,-1.76,6
284,278,0.57,0.99,0.2,-0.02,1.17,1.74,2
284,286,0.39,-0.11,-0.35,-0.2,-0.65,-0.26,6
284,282,0.4,-0.16,0.87,-0.37,0.34,0.74,3
284,279,1.61,-0.47,-0.38,0.73,-0.11,1.49,2
284,287,0.07,-0.04,-0.02,-0.52,-0.58,-0.51,6
284,290,0.15,-1.27,-0.63,0.5,-1.41,-1.26,6
284,288,-0.24,1.26,-1.24,-0.53,-0.51,-0.76,6
284,278,2.06,-0.13,-0.31,0.12,-0.31,1.74,2
284,292,-0.26,0.13,-1.52,-0.1,-1.49,-1.76,6
284,283,0.59,0.03,-0.13,0,-0.1,0.49,4
284,282,0.07,0.25,0.27,0.15,0.67,0.74,3
284,282,-0.01,-0.46,1.37,-0.15,0.75,0.74,3
284,276,0.93,0.04,0.86,0.42,1.31,2.24,1
284,275,2.38,0.54,-0.22,-0.21,0.11,2.49,1
284,284,-0.68,0.61,-0.36,0.67,0.92,0.24,5
284,284,-0.68,-0.78,1.33,0.38,0.93,0.24,5
284,285,1.17,0.8,-1.92,-0.05,-1.17,-0.01,5
284,279,-0.33,0.01,1.37,0.45,1.83,1.49,2
284,283,-0.87,-0.85,1.41,0.81,1.37,0.49,4
284,285,-0.19,-0.17,0.23,0.13,0.19,-0.01,5
284,286,-0.1,-0.33,0.51,-0.34,-0.15,-0.26,6
284,282,0.3,0.21,-0.39,0.63,0.44,0.74,3
284,279,0.85,0.2,-0.12,0.57,0.64,1.49,2
284,279,-0.14,1.21,0.94,-0.51,1.64,1.49,2
284,276,-0.01,0.75,0.69,0.81,2.26,2.24,1
284,282,1.12,0.19,-0.69,0.13,-0.38,0.74,3
284,294,-0.36,-1.97,0.08,-0.01,-1.89,-2.26,6
284,288,-0.13,0.67,-0.87,-0.42,-0.63,-0.76,6
284,275,1.76,0.23,0.24,0.26,0.73,2.49,1
284,280,0.68,-0.81,0.4,0.97,0.57,1.24,3
284,283,-0.99,0.25,0.32,0.91,1.48,0.49,4
284,275,1.18,-0.17,2.12,-0.65,1.31,2.49,1
284,283,1.26,0.25,-0.75,-0.27,-0.77,0.49,4
284,281,0.47,0.03,0.56,-0.07,0.52,0.99,3
284,279,0.92,-0.09,0.34,0.32,0.58,1.49,2
284,282,0.06,0.1,0.1,0.48,0.68,0.74,3
284,287,0.35,0.64,-1.18,-0.32,-0.85,-0.51,6
284,292,0.13,-0.51,-1.04,-0.34,-1.88,-1.76,6
284,286,-0.44,0.63,-0.07,-0.37,0.18,-0.26,6
284,277,0.19,0.23,0.76,0.81,1.8,1.99,1
284,295,-2,-0.4,0.3,-0.4,-0.5,-2.51,6
284,278,0.86,0.09,1.11,-0.32,0.88,1.74,2
284,279,1.42,0.32,-0.77,0.53,0.07,1.49,2
284,280,-0.32,0.15,0.75,0.66,1.56,1.24,3
287,283,-0.13,1.08,0.9,-1.07,0.91,0.78,3
287,284,0.44,1.93,0.21,0.1,2.24,2.68,4
287,284,2.11,0.82,-0.92,0.28,0.17,2.28,4
287,286,-1.44,-0.8,2.51,0.52,2.23,0.78,5
287,289,-2.33,-0.23,-0.2,0.04,-0.39,-2.72,6
287,285,0.18,0.45,0.31,-0.24,0.51,0.69,4
287,285,0.45,-0.23,-1.78,0.84,-1.17,-0.72,4
287,283,0.22,0.48,-0.28,0.27,0.47,0.68,3
287,285,0.23,-0.26,-1.21,-0.57,-2.04,-1.81,4
287,285,3.03,-0.87,0.82,-0.2,-0.25,2.78,4
287,287,-0.52,-0.68,0.91,0.57,0.8,0.28,6
287,285,-1.82,0.62,0.67,0.81,2.1,0.28,4
287,282,-1.17,0.22,1.29,0.86,2.36,1.19,2
287,283,-1.7,1.95,1.16,-0.13,2.98,1.28,3
287,278,1.23,0.91,1.19,0.45,2.55,3.78,1
287,286,1.08,-0.71,1.85,0.46,1.61,2.68,5
287,290,0.4,0.08,-0.67,-1.03,-1.62,-1.22,6
287,278,0.89,1.14,1.41,0.26,2.8,3.69,1
287,284,-0.68,-1.12,-0.22,0.21,-1.13,-1.81,4
287,286,-1.61,0.73,0.31,0.76,1.8,0.19,5
287,282,2.11,-0.93,-0.2,0.8,-0.33,1.78,2
287,283,1.17,1.22,0.06,0.74,2.02,3.18,3
287,282,0.19,0.35,1.49,-0.25,1.59,1.78,2
287,281,-0.45,-0.81,1.5,1.03,1.73,1.28,2
287,276,0.08,2.11,0.45,0.64,3.2,3.28,1
287,289,-0.49,0.71,0.22,-0.25,0.69,0.19,6
287,287,-0.47,0.69,-2.83,0.4,-1.75,-2.22,6
287,281,1.52,-0.58,1,0.25,0.66,2.18,2
287,292,-0.35,-0.08,-0.89,-0.49,-1.46,-1.81,6
287,279,0.32,1.19,2.61,0.08,3.88,4.19,1
287,283,-0.39,0.02,-0.07,-0.37,-0.42,-0.81,3
287,285,0.5,-0.06,-0.21,0.46,0.19,0.69,4
287,282,-1.17,1.09,0.17,1.1,2.36,1.19,2
287,284,1.75,-1.11,2.24,0.4,1.53,3.28,4
287,281,2.47,-0.04,1.86,-0.6,1.22,3.69,2
287,272,1.82,0.08,2.19,1.09,3.37,5.19,1
287,287,1.63,0.7,-0.73,-0.41,-0.44,1.19,6
287,286,1.46,-1.2,0.79,0.14,-0.27,1.18,5
287,279,1.68,-0.12,0.14,-0.5,-0.48,1.19,1
287,284,0.62,-2.28,-0.95,0.8,-2.43,-1.82,4
287,288,0.33,-0.56,-1.83,0.24,-2.15,-1.82,6
287,287,-0.85,0.48,1.24,0.32,2.04,1.19,6
287,281,0.15,-0.24,0.03,0.75,0.54,0.69,2
287,278,1.65,0.6,0.47,0.46,1.53,3.18,1
287,285,0.09,-0.35,0.1,0.35,0.09,0.18,4
287,278,1.94,0.4,0.87,-0.03,1.24,3.18,1
287,280,0.85,0.59,0.89,0.85,2.33,3.18,2
287,268,2.95,0.84,1.26,-0.26,1.83,4.78,1
287,280,-0.04,0.19,0.54,0,0.73,0.69,2
287,290,-2.9,-0.78,-0.52,0.4,-0.9,-3.81,6
287,280,1.75,0.99,-1.95,-0.1,-1.07,0.68,2
287,273,0.89,2.15,-1.04,0.69,1.8,2.69,1
287,297,-0.84,-0.2,-1.02,-2.25,-3.47,-4.31,6
287,285,-2.63,1.27,0.29,0.34,1.91,-0.72,4
287,285,-0.39,0.76,1.4,-0.08,2.08,1.68,4
287,286,-1.26,-0.57,0.66,0.37,0.45,-0.81,5
287,282,2.19,-0.06,0.29,-0.64,-0.41,1.78,2
287,285,0.92,0.42,-0.85,-0.31,-0.74,0.18,4
287,288,-0.22,-1.48,-0.6,0.08,-2,-2.22,6
287,284,1.36,-0.38,0.59,-0.89,-0.68,0.68,4
287,283,1.6,-1.41,0.29,0.7,-0.41,1.19,3
287,283,-0.81,0.03,2.4,0.06,2.5,1.68,3
287,285,-0.64,-0.95,0.52,0.76,0.33,-0.31,4
287,285,2.18,-0.44,-0.21,-0.85,-1.5,0.68,4
287,282,0.95,0,1.03,-0.3,0.74,1.69,2
287,287,-0.89,0.5,1.15,0.43,2.08,1.18,6
287,290,0.57,-1.22,-0.61,-0.05,-1.89,-1.32,6
287,282,1.74,-0.18,-1.67,1.3,-0.55,1.19,2
284,278,-0.37,1.67,-0.49,-0.09,1.09,0.72,4
284,278,0.15,0.85,-0.43,0.14,0.56,0.72,4
284,279,0.41,0.19,-0.55,0.42,0.06,0.47,5
284,272,1.23,-0.6,1.23,0.36,0.99,2.22,1
284,273,-0.35,1.19,0.6,0.52,2.31,1.97,1
284,275,0.51,1.03,0.54,-0.62,0.95,1.47,3
284,282,0.21,-0.63,-1.22,1.35,-0.5,-0.28,6
284,282,0.55,-0.4,-0.22,-0.21,-0.83,-0.28,6
284,273,0.16,0.16,1.24,0.4,1.8,1.97,1
284,274,1.17,0.34,-0.2,0.4,0.54,1.72,2
284,281,-0.26,0.69,-0.92,0.46,0.23,-0.03,5
284,273,1.29,0.79,0.08,-0.19,0.68,1.97,1
284,289,0.58,-0.83,-1.19,-0.6,-2.62,-2.03,6
284,270,0.89,0.08,0.94,0.81,1.83,2.72,1
284,279,-0.79,-0.41,0.63,1.04,1.26,0.47,5
284,284,0.8,0.02,-1.43,-0.18,-1.58,-0.78,6
284,278,-0.04,-0.18,0.78,0.15,0.75,0.72,4
284,275,-1.22,0.55,1.71,0.43,2.69,1.47,3
284,275,-0.07,0.71,0.23,0.59,1.53,1.47,3
284,287,-0.04,0.04,-0.4,-1.14,-1.5,-1.53,6
284,273,1.89,0.02,-0.13,0.18,0.07,1.97,1
284,287,0.27,0.33,-0.8,-1.34,-1.81,-1.53,6
284,275,-0.35,0.58,0.43,0.79,1.81,1.47,3
284,284,0.08,-0.66,-0.22,0.02,-0.87,-0.78,6
284,276,0.29,0.62,0.26,0.04,0.92,1.22,4
284,283,-0.96,-0.57,0.23,0.76,0.42,-0.53,6
284,278,0.98,-0.46,1.07,-0.87,-0.26,0.72,4
284,274,0.92,0.09,-0.03,0.73,0.8,1.72,2
284,275,2.05,0.54,-1.47,0.35,-0.59,1.47,3
284,274,-0.21,0.84,1.5,-0.41,1.93,1.72,2
284,273,0.78,0.17,1.18,-0.16,1.18,1.97,1
284,275,0.62,0.11,1.01,-0.27,0.85,1.47,3
284,274,0.58,0.24,0.61,0.29,1.14,1.72,2
284,278,1.28,0.13,-1.12,0.42,-0.56,0.72,4
284,277,1.06,-0.44,0.45,-0.11,-0.09,0.97,4
284,273,0.57,-0.12,1,0.51,1.39,1.97,1
284,280,-0.89,-0.71,1.68,0.14,1.1,0.22,5
284,270,1,0.28,0.9,0.53,1.71,2.72,1
284,287,-0.65,0.28,0.25,-1.41,-0.88,-1.53,6
284,281,-0.12,-0.12,-0.29,0.5,0.08,-0.03,5
284,283,0.47,0.82,-1.09,-0.73,-1,-0.53,6
284,274,0.53,-0.83,0.22,1.8,1.19,1.72,2
284,277,-0.15,-0.37,0.94,0.55,1.12,0.97,4
284,275,0.22,0.65,-0.16,0.76,1.24,1.47,3
